place_id,restaurant_name,latitude,longitude,search_area,Anchor_Destinations,Daytime_Population,Commercial_Vitality
ChIJzxZ3in0Z6zkRuWQtvhI9Eik,Mate's Cafe,27.714133,85.354951,Koteshwor,0.0908,0.1973,0.2145
ChIJ7RSzzIcZ6zkRMNp-5YW2EqY,A.F.C Cafe Taas & Tandoori Kitchen,27.695827,85.3523879,Koteshwor,0.0627,0.2682,0.1525
ChIJQ_66IAAb6zkR-tzF3X3PeXc,S.S CAFE & VIEW POINT,27.7425625,85.3653125,Koteshwor,0.0,0.0,0.0
ChIJsdKyFQAZ6zkR11s9QvxsRxs,Crossroad Restro & Lounge Bar,27.6779811,85.34886449999999,Koteshwor,0.0491,0.4458,0.388
ChIJF7qEVQAZ6zkR6iuqoiAvvKo,New Icon Bar and Club,27.6827769,85.3491176,Koteshwor,0.0515,0.4048,0.412
ChIJ3_oLIgAZ6zkRaSGMlHCk1Lg,Corridor Beer Bar,27.6784288,85.3347876,Koteshwor,0.1555,0.2857,0.2344
ChIJr4MajvgZ6zkRb35jPiMR_pc,De 90's Bean’s and Bar,27.6871245,85.366328,Koteshwor,0.0033,0.041,0.0309
ChIJ4dGCHeoZ6zkRUpPJmIK5M1U,Tom and Jerry Restro & Bar,27.6733881,85.34321829999999,Koteshwor,0.0528,0.2784,0.1834
ChIJPYXpSwAb6zkRyv5xarcAjXM,Venue5 Multi Cuisine Restaurant & Bar,27.689231000000003,85.365234,Koteshwor,0.0123,0.0688,0.0831
ChIJwQaB2ToZ6zkR4l-WwqX5-ow,Milkmandap Lassi & Smoothie Bar,27.6857399,85.3454663,Koteshwor,0.1001,0.5253,0.5075
ChIJV9U4ewAZ6zkRJntdYBRsgp0,Dream heart dance bar,27.6751877,85.35136299999999,Koteshwor,0.0368,0.2193,0.2703
ChIJ07q86PMZ6zkRKwaiJc1f9yY,White Horse Restaurant & Bar,27.6779628,85.34886329999999,Koteshwor,0.0491,0.4458,0.3848
ChIJcd4MVwAZ6zkRcN_hYzKJM_M,Blue eye live bance bar,27.6793905,85.3493144,Koteshwor,0.0515,0.3914,0.3335
ChIJ5UnoKQAb6zkRul_zaje-vNs,The Heaven Bar and Restaurant,27.7195451,85.36750649999999,Koteshwor,0.0605,0.3176,0.2637
ChIJ05D7XgAZ6zkRe_OKFDpgaBw,Victory restaurant & dance Bar,27.680391900000004,85.34916559999999,Koteshwor,0.0605,0.3869,0.3539
ChIJL9OgRQAb6zkRVXKS5_8IRA4,Mingmoon cafe and bar,27.688804,85.3701663,Koteshwor,0.0,0.0,0.0
ChIJ8-bcw0cb6zkRak90inPGX8E,Chill Bar,27.7201954,85.3602813,Koteshwor,0.0783,0.2934,0.2948
ChIJxVWFymUb6zkRQoHVfuiYD9U,The Himalayan Bar,27.6928444,85.3631056,Koteshwor,0.0123,0.0438,0.0394
ChIJhZpI8jkb6zkRrMd7d_ww5z0,Patpate Bar,27.688623900000003,85.37037959999999,Koteshwor,0.0,0.0,0.0
ChIJL0WGJAwb6zkRMsBmjSctmtw,J B R Restro and Bar,27.6993091,85.3679447,Koteshwor,0.0,0.0,0.0
ChIJIwizBv0Y6zkRSn9K5_b84OM,Namaste Pub,27.7141172,85.3114006,Koteshwor,0.5299,0.3885,0.5603
ChIJabt9KgAZ6zkRq7L09BUZYL8,Ojan 2 Dance Bar,27.6760883,85.3459158,Koteshwor,0.071,0.4496,0.3214
ChIJ1Qf-7RcZ6zkR5m9n8rHzvoc,Cake Chocolate Bakery,27.6727051,85.3511655,Koteshwor,0.053,0.1882,0.2589
ChIJN5joAwAb6zkRWEqiTq95zMg,The best bakery,27.688979,85.3621786,Koteshwor,0.0204,0.0978,0.1312
ChIJwVSI4vYZ6zkRM7FIIapJ5_c,Cakelicious Bakery,27.6733622,85.35188839999999,Koteshwor,0.053,0.176,0.2685
ChIJjYciewAX6zkRSfm3SAVT0Ds,Buns & Roses | Best Bakery Shop in Kathmandu,27.6773857,85.3428382,Koteshwor,0.0992,0.441,0.3228
ChIJU-OKElAb6zkRJ7qVh6HyQIo,New Nisha Bakery And Cake Dairy Shop,27.6842585,85.35595579999999,Koteshwor,0.0123,0.0267,0.1378
ChIJazuZYAcR6zkRFureagVcfwk,The Midpoint Bakery,27.6638748,85.33094849999999,Koteshwor,0.1764,0.2357,0.1671
ChIJDQLYdvMZ6zkR3xBqhdTPW1w,Lumbini Drishti Bakery and Coffee Shop,27.6803226,85.34898009999999,Koteshwor,0.0638,0.3999,0.3623
ChIJey435_gZ6zkRwKX-lXbMrdg,Rollers Bakery House,27.6706854,85.3339397,Koteshwor,0.1983,0.2659,0.2916
ChIJxRaeQQAb6zkRVYM3HjO7nao,Cake live Bakery,27.6777377,85.36193970000001,Koteshwor,0.0545,0.1248,0.1683
ChIJx-qg9Tgb6zkROZydsqlrNm0,Brothers Live Bakery,27.6732629,85.355592,Koteshwor,0.0578,0.1862,0.2532
ChIJYfk0--wZ6zkRP0Fh1hlWknA,"Cakemandu Bakery, Townplanning Pepsicola",27.6923926,85.3648943,Koteshwor,0.0066,0.0374,0.0128
ChIJ34CehPMZ6zkRsZRXUjhk1kY,Shristi Bakery,27.679678000000003,85.3492529,Koteshwor,0.0539,0.3938,0.3303
ChIJa0xkdI0Z6zkR5YxOs7HHQIw,Bakery & Cafe,27.6854752,85.34575540000002,Koteshwor,0.0953,0.5238,0.4693
ChIJnSWsRQAZ6zkRtAFnqv95fis,Koteshwor Bakery,27.6789791,85.3490777,Koteshwor,0.0524,0.4366,0.3825
ChIJ-ZwYhs0Z6zkR5UglUYthnDY,Samir bakery,27.673564,85.34278650000002,Koteshwor,0.0528,0.2962,0.1758
ChIJW7en_bYZ6zkR4ND6ps-hm8M,Sudip Bakery,27.6733821,85.3517086,Koteshwor,0.053,0.176,0.2653
ChIJLSbjvdMZ6zkRhn5LQZ1lUiQ,Pawan Bakery,27.6743091,85.33196050000001,Koteshwor,0.1389,0.1753,0.193
ChIJ2VA0NQAb6zkR3NgDWMlS430,Aama Dairy & Bakery Cafe,27.6918953,85.3629684,Koteshwor,0.0123,0.0611,0.0895
ChIJl2WQPBEb6zkRkQLeWhuBz-M,LOAf Bakery,27.6781138,85.3618119,Koteshwor,0.0416,0.1176,0.1683
ChIJZbnhoBoZ6zkRQm6egiD6Lrc,Hajurko Bakery,27.6655625,85.3353125,Koteshwor,0.131,0.2447,0.2117
ChIJkTFYzYwZ6zkRggwdTzY35cE,Chhitiz Bakery And Coffee Shop,27.6830231,85.3478726,Koteshwor,0.0727,0.5074,0.4908
ChIJI1xCPQsb6zkRlwSC-jhjoHc,Naila Bakery and Cafe,27.6737711,85.3598647,Koteshwor,0.0399,0.1284,0.2152
ChIJqQYYRzoa6zkRam7zPMZqiNM,Live Bakery,27.693456,85.3690697,Koteshwor,0.0,0.0,0.0
ChIJN3douN4Z6zkRGce-pzlve0g,Coffee Circle,27.6729322,85.3440389,Koteshwor,0.0462,0.2693,0.1664
ChIJhZZNeAAZ6zkRwonehGllU_s,Arabica Brew Coffee School,27.6771095,85.34742729999999,Koteshwor,0.0686,0.4556,0.3434
ChIJc7RrBFkb6zkRJIl-UcVL-G4,Kaidako Coffee,27.6692426,85.3578643,Koteshwor,0.018,0.0642,0.065
ChIJE_1jboAZ6zkRW0mHwDBZ6gk,Himalayan SIP,27.6743183,85.3353484,Koteshwor,0.097,0.1714,0.1621
ChIJSyH4LQAb6zkRLamTSa7ed-w,Groove Seed Coffee,27.6893518,85.36062059999999,Koteshwor,0.0204,0.0978,0.1376
ChIJwWzxZgAb6zkRKvUseFJWTok,Fresho Coffee Beans,27.6879158,85.3678337,Koteshwor,0.0,0.0107,0.0085
ChIJc0o_PlkZ6zkRmB9GbWvJMT8,Nepal Coffee Academy,27.6720574,85.3466382,Koteshwor,0.0462,0.2475,0.1836
ChIJ_b2sUBAZ6zkR69H1lHX3Ht8,Kantipur Coffee Pvt. Ltd.,27.6709375,85.3388125,Koteshwor,0.0707,0.154,0.1785
ChIJu6-vYjQZ6zkRiy5sWIdvrus,11 11 Cafe,27.6922602,85.34709149999999,Koteshwor,0.072,0.3218,0.3805
ChIJ0eGoMegb6zkRgz2W9ajOZfk,D BEST COFFEE,27.688525,85.3685895,Koteshwor,0.0,0.0055,0.0
ChIJB0dKMgAZ6zkRr8WuH6RS5o8,Priya Chiya,27.6882168,85.34874239999999,Koteshwor,0.0591,0.3662,0.3541
ChIJF6bO7voZ6zkRutLPuhkCshM,Himalayan Java Coffee- Sinamangal,27.6954041,85.3545137,Koteshwor,0.0375,0.1675,0.0478
ChIJn0YnnwIZ6zkRnTOkQC2YTHA,BlackBrew Coffee House,27.6710351,85.32690079999999,Koteshwor,0.426,0.3532,0.5551
ChIJzVYxW9UX6zkRepvkxp9T7Cc,The Lost Sip Coffee House,27.6611336,85.3439935,Koteshwor,0.0,0.0,0.0
ChIJn6vXfh0b6zkR87b_vChzO6w,Baristas coffee shop,27.6744056,85.3691595,Koteshwor,0.0,0.0,0.0
ChIJOexAZAAZ6zkRAQf8-eYOC-k,Element Tea Shop,27.6912983,85.34651939999999,Koteshwor,0.0696,0.4051,0.404
ChIJ99_sYAAZ6zkRHdjQaiawNHw,"ARABICA COFFEE & PIZZERIA, AIRPORT",27.7001269,85.3545551,Koteshwor,0.024,0.0841,0.0085
ChIJSUsat04b6zkRu56a-RweF6c,Dugansali Newa Suli Pvt. Ltd,27.6730235,85.4310544,Bhaktapur durbar square,0.4008,0.2395,0.3202
ChIJLZDyCwAb6zkRpLvmbA5i6Sw,Cin Cin Garden,27.6706505,85.4218284,Bhaktapur durbar square,0.135,0.2226,0.177
ChIJ6QXUKKgb6zkR3hmlc1AnGb8,North Rooftop Restaurant,27.6721412,85.423476,Bhaktapur durbar square,0.2486,0.262,0.1875
ChIJxZP-06gb6zkRSOFcbLceNrk,Community at The Nanee,27.6727094,85.42583789999999,Bhaktapur durbar square,0.3423,0.288,0.3365
ChIJuYI2P_cb6zkRVhcUl4zMQF0,Alphabet Pizzeria,27.6723139,85.42414889999999,Bhaktapur durbar square,0.3013,0.2608,0.2172
ChIJbWl5JgAb6zkR_rhwOeLDjXk,Gwakhancha,27.6711897,85.4284526,Bhaktapur durbar square,0.3706,0.2744,0.3138
ChIJ0zAq7egb6zkRkpMjOy1p9Gw,Brooklyn eatery,27.6719049,85.4294919,Bhaktapur durbar square,0.385,0.2558,0.3191
ChIJXY_iq68a6zkRCbRb4lbA3XQ,Namaste Restaurant,27.6713046,85.42948779999999,Bhaktapur durbar square,0.385,0.2752,0.3267
ChIJQfID2GEb6zkR84BOg7l8t9o,Balakhu Food Point,27.6728194,85.4293616,Bhaktapur durbar square,0.3667,0.2386,0.3223
ChIJq6p6na0a6zkR5x4LC5nQ0Bs,Mayur Restaurant,27.6733621,85.434938,Bhaktapur durbar square,0.3374,0.2358,0.2703
ChIJU6ldS3Qb6zkRqN1vkzvM_R8,De Temple Cafe,27.6735231,85.4349476,Bhaktapur durbar square,0.3383,0.2246,0.2703
ChIJt0n3TAAb6zkRL9TcKn5O7ns,Lotus Restaurant & Bar,27.671323,85.4292612,Bhaktapur durbar square,0.3883,0.2704,0.334
ChIJUz_WRxkb6zkRK6UCoKnN6ac,CULTURE CAFE & BAR,27.6699487,85.42776909999999,Bhaktapur durbar square,0.3084,0.277,0.3074
ChIJ7eS4rJEb6zkRV1hDUbjJsAI,Temple View Restaurant,27.6721554,85.4285998,Bhaktapur durbar square,0.3787,0.25,0.3351
ChIJ0e5hZq8a6zkRZ-t8zDwfJS4,The Pottery Cafe and bar,27.669714400000004,85.4276931,Bhaktapur durbar square,0.3052,0.2806,0.3244
ChIJ52kj6jUb6zkRPTQGBYwA-gw,Rato Ghar Hotel and Rooftop Restaurant,27.6715811,85.4291013,Bhaktapur durbar square,0.3802,0.2646,0.3383
ChIJYW1_5lcb6zkReAo2PqzJjxY,Timmure kamalbinayak,27.6768151,85.4368339,Bhaktapur durbar square,0.2199,0.2041,0.25
ChIJtSi9Qdob6zkROLnXdSOV8Ps,KiKiMiMi Ramen Bar,27.671099800000004,85.42708089999999,Bhaktapur durbar square,0.3657,0.3092,0.3319
ChIJ7xsfN3Ab6zkREWVyvuxphQI,De Arena Restaurant Paryatak Pasal,27.6735504,85.4346362,Bhaktapur durbar square,0.3399,0.2175,0.2724
ChIJoQJ8TAAb6zkRAiXnCCvUubw,Swastik Newari Khaja Ghar (Authentic Newari Restaurant),27.6722911,85.426915,Bhaktapur durbar square,0.3483,0.3085,0.3628
ChIJa05kQAAb6zkRr-dGn28pHmA,Food Bowl Restro,27.6771492,85.436841,Bhaktapur durbar square,0.2106,0.1946,0.2362
ChIJCbHdVwAb6zkR5FrBiRTCbUI,Restaurant Tusa,27.6736992,85.4334327,Bhaktapur durbar square,0.3619,0.2465,0.2916
ChIJ0wb9LOsb6zkRW1dOYcQ_C5s,Jhegu newa kitchen restro,27.6698837,85.4293982,Bhaktapur durbar square,0.2888,0.2648,0.2713
ChIJ-1gXvewb6zkRQSeG9pq3fK8,The Golden Eyes Restaurant & Cafe,27.6715495,85.429344,Bhaktapur durbar square,0.3883,0.2665,0.3255
ChIJA4q_iKob6zkRvMDhbkR3_oo,New Watshala Garden Restaurant,27.6718001,85.4285972,Bhaktapur durbar square,0.3787,0.2567,0.3479
ChIJ-Q8BSgAb6zkRJr4seRIQYGU,Samsara Thakali Restaurant,27.672294,85.433751,Bhaktapur durbar square,0.3718,0.2293,0.2587
ChIJ__8_CK8a6zkRYpBaL7b1-_g,The Garuda Bar,27.670796300000003,85.42885179999999,Bhaktapur durbar square,0.373,0.2854,0.2957
ChIJ-Y6UMQAb6zkRGyGfshCNERc,Creative Burger & Pasta House,27.672397,85.4051819,Bhaktapur durbar square,0.0,0.0,0.0
ChIJ_VReHQAb6zkR08hYWq2G4GM,Durbar Restaurant,27.6724663,85.427415,Bhaktapur durbar square,0.3579,0.2549,0.3628
ChIJX2X55PAb6zkRxU85igeUexI,Taboche Restaurant and Coffee Shop,27.6712981,85.4211503,Bhaktapur durbar square,0.1143,0.1964,0.1481
ChIJx9KIxvob6zkRWMruWmNw704,Mi:loco Cafe' n Restaurant,27.6711367,85.4216744,Bhaktapur durbar square,0.1269,0.2107,0.1449
ChIJf6d74u4b6zkRDF_IhSrK-J0,KV Lounge & Jagati Chhoila Pasal,27.6765449,85.43771199999999,Bhaktapur durbar square,0.2263,0.2133,0.2628
ChIJk73od60a6zkRwmlB5OFE-lA,Peaceful Korean Restaurant,27.6733352,85.4350754,Bhaktapur durbar square,0.335,0.2322,0.2788
ChIJR3DduygF6zkRN0DrSFfcnkY,Time's Cafe And Restro,27.6774529,85.43803620000001,Bhaktapur durbar square,0.1549,0.1863,0.2138
ChIJSdUdyfcb6zkRnUq5A9OdlXg,Cafe JAC Bhaktapur,27.6652664,85.4226844,Bhaktapur durbar square,0.0644,0.2653,0.369
ChIJCWFzaAAb6zkRaFioexqEgz4,Newa Lahana Bhaktapur & Hotel,27.6722545,85.4308109,Bhaktapur durbar square,0.4273,0.2601,0.3427
ChIJfx2Tma8a6zkRmZyoA545Dz0,Aalucha,27.6715487,85.42835649999999,Bhaktapur durbar square,0.3796,0.2611,0.3351
ChIJ2xuZoaob6zkRsMHiGXf3zYA,Himalayan Takeaway Bhaktapur,27.6713509,85.43012019999999,Bhaktapur durbar square,0.3864,0.2543,0.3331
ChIJEzE6_cAb6zkR1eFJ1T6DCU0,Hotel Empire & Rooftop Restaurant,27.6716687,85.4293462,Bhaktapur durbar square,0.3859,0.2589,0.3191
ChIJAAAAAAAAAAARCwN5WdzZTyc,Vajra Boutique Hotel,27.6726197,85.4295217,Bhaktapur durbar square,0.3763,0.2465,0.3351
ChIJ9Q68TgAb6zkRBIoLAliNUdM,5I Restaurant,27.6844567,85.4109168,Bhaktapur durbar square,0.0,0.0,0.0
ChIJTzMQ9E0b6zkRMKnIP6I54nM,Luniva Restaurant & Guest House,27.6747818,85.43123109999999,Bhaktapur durbar square,0.334,0.263,0.3269
ChIJA0i3UdEb6zkRfj28qirdY8I,Temple Terrace Restaurant,27.6714191,85.4293764,Bhaktapur durbar square,0.3883,0.2788,0.3255
ChIJJxlemN0F6zkR6mnSKJtTPUw,Namaste Newa Fastfood,27.6780133,85.4391407,Bhaktapur durbar square,0.1149,0.1669,0.1785
ChIJTbAmN3Qb6zkRkCRN2FsKFHI,The Nanee,27.6727318,85.42570909999999,Bhaktapur durbar square,0.3399,0.2913,0.3333
ChIJTxenZwAb6zkRQ4IdLOfpewU,Muglan Hotel & Thakali Restaurant,27.6730394,85.4289139,Bhaktapur durbar square,0.3627,0.2356,0.3511
ChIJ4Rmjn8Eb6zkRB_ltBQDlPXU,Old Town Food: Best Late-Night Food in Bhaktapur,27.6776181,85.4075666,Bhaktapur durbar square,0.0,0.0,0.0
ChIJV0qIu6cb6zkRoRm2N5UFoVA,Just Chill Restaurant,27.6653184,85.4224212,Bhaktapur durbar square,0.0587,0.2523,0.3509
ChIJ-0XTZKMa6zkR6NQX_8UNDD4,Tryst Fast Food Restaurant,27.6715225,85.4216812,Bhaktapur durbar square,0.1254,0.1984,0.1577
ChIJy0-KawAb6zkRTAuBZP04PZc,The Biryani House | Halal Restaurant,27.6678169,85.386591,Bhaktapur durbar square,0.0,0.0,0.0
ChIJK79mq68a6zkRq8LN6WM56Bk,Bhaktapur Kitchen,27.6713461,85.429779,Bhaktapur durbar square,0.3539,0.2629,0.3331
ChIJR0PGsa8a6zkRx5LjjNtmYf0,Aamako Bara Pasal,27.6718757,85.4294317,Bhaktapur durbar square,0.3883,0.2558,0.3159
ChIJMXMScXYb6zkRwbEmhwIuVmM,Newa Nanee,27.6735524,85.4124763,Bhaktapur durbar square,0.0066,0.0087,0.0064
ChIJM2SIKgAb6zkR8YYkDZ3Bg08,Wanted Restaurant,27.6696016,85.41097859999999,Bhaktapur durbar square,0.0024,0.0135,0.0149
ChIJDVl62OIb6zkRDSJCFUdave8,Bluemoon homestay and Restaurant,27.6751651,85.4085202,Bhaktapur durbar square,0.0,0.0,0.0
ChIJMTMW66Qa6zkROWzKHDL665M,Chandrayan Espresso Bar,27.6721252,85.4235942,Bhaktapur durbar square,0.2534,0.2656,0.196
ChIJh88yaZ4b6zkROuurZflbf_A,Ravi Dai Newa Chhen (Dattatraya Khaja Ghar / दत्तात्रय खाजा घर),27.6733346,85.4352088,Bhaktapur durbar square,0.3342,0.2379,0.2692
ChIJV44Z9M4b6zkRmUww9ejIzuk,Diyo Garden Restaurant,27.6633774,85.4259391,Bhaktapur durbar square,0.0539,0.2136,0.3113
ChIJKfQQGAYF6zkRqGOVHC0Agjc,Thakali Station,27.6783117,85.4407716,Bhaktapur durbar square,0.074,0.1195,0.136
ChIJ0xsKWMob6zkR257V2XWaRSw,Newa Delights Restaurant,27.6726948,85.42469969999999,Bhaktapur durbar square,0.3098,0.2415,0.2429
ChIJJY_ZHfAb6zkRs5sLzObMYRI,Nesara,27.6716936,85.4276158,Bhaktapur durbar square,0.3619,0.2669,0.3564
ChIJORshD80b6zkRsrGJSU_UiZg,Chiva Cafe,27.6714697,85.4295459,Bhaktapur durbar square,0.3826,0.2712,0.3202
ChIJ8eqBCa8a6zkRKRlF6r0xRDM,Himalayan Java Coffee - Bhaktapur,27.6708631,85.42923789999999,Bhaktapur durbar square,0.376,0.2902,0.3161
ChIJYTnknOsb6zkRxnFiQt4CFN8,Durbar Coffee & Eatery,27.672341,85.4266082,Bhaktapur durbar square,0.3507,0.3106,0.3692
ChIJI8VtVK4a6zkRBhQQPXlNvIg,Coffee in Style,27.6713463,85.4300451,Bhaktapur durbar square,0.3864,0.2543,0.3331
ChIJK-agba8a6zkRRvBMNJnJFBk,Coffee Klatch,27.6700445,85.4282604,Bhaktapur durbar square,0.3076,0.2724,0.2765
ChIJH57lXDsb6zkRZ36vDoVQEqc,FreshPresso Coffee Bar,27.6726397,85.4295795,Bhaktapur durbar square,0.3739,0.2429,0.3351
ChIJsSGoma8a6zkRfpPU8Oxppkw,Beans the Coffee Shop - Bhaktapur Durbar Square,27.6715359,85.42841179999999,Bhaktapur durbar square,0.3796,0.2611,0.3287
ChIJjSdqmgQb6zkR_5YD_l5ueVM,One O One Coffee & Barista School,27.663972800000003,85.42592429999999,Bhaktapur durbar square,0.0692,0.2302,0.3262
ChIJ7VROvOcb6zkRKl_cWSfYga0,JUJU CAFE,27.6726179,85.4292028,Bhaktapur durbar square,0.3634,0.2438,0.3319
ChIJe9tOJcYF6zkRU-K5Kc6HW5Y,Thalo brews and cafe,27.678486300000003,85.4402326,Bhaktapur durbar square,0.074,0.1216,0.1424
ChIJPy8EZQAb6zkRKqM46vOOGqk,Futzone cafe,27.6779267,85.42044500000002,Bhaktapur durbar square,0.0213,0.011,0.0449
ChIJxzlcHPsb6zkRTqKYow__ZCs,Matina Cafe,27.6715049,85.4298364,Bhaktapur durbar square,0.3595,0.2629,0.3234
ChIJ7Z2XjEwb6zkRd5jpjRqZTrE,Café:In,27.664202,85.4217985,Bhaktapur durbar square,0.0449,0.1965,0.3223
ChIJM2V3EQAF6zkRtGvpHGmh5hA,Nyasa Cafe,27.676534,85.43905,Bhaktapur durbar square,0.1955,0.1952,0.2339
ChIJv_9Pr3Qb6zkRj3OehCnTFzk,Cafe Boh,27.6783498,85.3984108,Bhaktapur durbar square,0.0,0.0,0.0
ChIJM9yfkuEb6zkRp6JdD1TRCB8,Komeda Cafe,27.6654822,85.4235039,Bhaktapur durbar square,0.0749,0.2772,0.3871
ChIJUc86Vd4Z6zkRrLR-bmTrlqk,5th street cafee,27.7012864,85.415489,Bhaktapur durbar square,0.0,0.0,0.0
ChIJocNj6vob6zkRqQzsZ0BOdrA,One O One Coffee & Barista School -Gatthagar,27.6741342,85.37428539999999,Bhaktapur durbar square,0.0,0.0,0.0
ChIJkdhyubkb6zkRGz-qHJUJRHk,Ramailo Cafe,27.674312,85.3634532,Bhaktapur durbar square,0.0357,0.1074,0.1502
ChIJ7-CBeAAP6zkRecaJuw3vsI4,Lungta cafe,27.661326,85.445702,Bhaktapur durbar square,0.0,0.0,0.0
ChIJYwpQX5AR6zkRVOodLYzcwVc,Readers Hub,27.6745681,85.36715889999999,Bhaktapur durbar square,0.0,0.0,0.0
ChIJFxQRAHsb6zkRrFK8NV5pLhE,Arabica coffee Radhe Radhe,27.6763531,85.39812239999999,Bhaktapur durbar square,0.0,0.0,0.0
ChIJddrQiA4b6zkRulGnYohUIxI,Sawaa Garden Cafe,27.6766824,85.39331969999999,Bhaktapur durbar square,0.0,0.0,0.0
ChIJP90mZkEb6zkRqP6Rd5Gz7kE,Koila Cafe,27.6895553,85.3716756,Bhaktapur durbar square,0.0,0.0,0.0
ChIJvWLbcQAb6zkRHUhI0I8A210,YaNi cafe,27.6732158,85.3798578,Bhaktapur durbar square,0.0,0.0,0.0
ChIJebFOKI0b6zkRxVQEg3gJDeI,Arabica Coffee Pepsicola,27.6883065,85.36833,Bhaktapur durbar square,0.0,0.0087,0.0
ChIJFTmXrXQb6zkReVpbZyv6IzA,Cup of tales Cafe,27.6871335,85.3662154,Bhaktapur durbar square,0.0066,0.041,0.0309
ChIJTz2vSR8b6zkRKtjt6IKIM7I,High ground beverage and and fastfood,27.6743353,85.433583,Bhaktapur durbar square,0.2549,0.1991,0.2735
ChIJkQ9wXswb6zkRPDihQqNwqJ0,Didi Swing Cafe,27.7084263,85.3898066,Bhaktapur durbar square,0.0,0.0,0.0
ChIJXS_u6e8b6zkRXuKM9ZM8qM0,Shiva Guest House,27.6718108,85.428603,Bhaktapur durbar square,0.3787,0.2567,0.3479
ChIJNWNJ7Joa6zkRSavBJME-tgk,Universal Tandoori Cafe,27.6713044,85.4082338,Bhaktapur durbar square,0.0,0.0,0.0
ChIJaWqYXXYb6zkRL71dqbtFr8A,"Orange Cafe & Restaurant,Thali",27.7259538,85.4065517,Bhaktapur durbar square,0.0,0.0,0.0
ChIJf5d6nYwb6zkRbw2eDHrCKes,Taleju Grand Hotel - Bhaktapur,27.6726564,85.42894989999999,Bhaktapur durbar square,0.3643,0.2444,0.3511
ChIJkYtARZAR6zkRpnfYlhF3Te0,Seele Cafe,27.6606164,85.3870829,Bhaktapur durbar square,0.0,0.0,0.0
ChIJP0xBoUIZ6zkR_y7_D9I60Jg,Aone Cafe,27.6666004,85.3544366,Bhaktapur durbar square,0.0024,0.0332,0.0256
ChIJtVcFSQAb6zkRBR1ek89Gres,Chiya & Cheers,27.670342100000003,85.428108,Bhaktapur durbar square,0.3625,0.2577,0.2745
ChIJLUDTLNkb6zkRXbpPlp2hYUE,ChiyaBhatti Cafe,27.6707752,85.4291147,Bhaktapur durbar square,0.3712,0.2919,0.2925
ChIJGYARj7Ub6zkRNTdYENeSh58,Tas-ka Bar,27.6702897,85.4285822,Bhaktapur durbar square,0.3178,0.2644,0.252
ChIJy3hqPwAb6zkRbY-sN1zpQBI,De Tisha In,27.6710152,85.4290822,Bhaktapur durbar square,0.3802,0.286,0.3234
ChIJkYEedAAb6zkRRfSLJ9tGBpc,Deep Bar,27.6748464,85.42730979999999,Bhaktapur durbar square,0.3076,0.2246,0.266
ChIJgxO3EgAb6zkR5ZaCu8CjLEg,Wassa,27.670994,85.4298429,Bhaktapur durbar square,0.3836,0.2645,0.3395
ChIJsdhSwQwb6zkRlU0yhdd_ye8,King seven Liquors,27.6709939,85.4298429,Bhaktapur durbar square,0.3836,0.2645,0.3395
ChIJ-xn2Tpwb6zkRmQ55LV5omVc,The Tribal Bar,27.6675284,85.42521219999999,Bhaktapur durbar square,0.1409,0.2918,0.3699
ChIJ0Z_TghMR6zkRdVUqdxEL9DA,The Golden Lion,27.6617555,85.4211059,Bhaktapur durbar square,0.0156,0.0667,0.149
ChIJe5s02Fgb6zkRGlCyTGv9Sns,Raksi pasal,27.670994,85.4298429,Bhaktapur durbar square,0.3836,0.2645,0.3395
ChIJV1ueTQAb6zkR8ofJbwqYSzw,bhaktapur nepal,27.6716863,85.4078543,Bhaktapur durbar square,0.0,0.0,0.0
ChIJS-BG2D8b6zkR3TX1lwJGMdI,Wild House Lounge And Bar,27.7187165,85.36986449999999,Bhaktapur durbar square,0.0749,0.3381,0.2813
ChIJQTsTBrob6zkRTDWuGJ2i0YY,Triple-Double Lounge & Bar,27.7207542,85.3664586,Bhaktapur durbar square,0.0687,0.3186,0.2818
ChIJMRY0TCwR6zkRKT27qpwpdyw,One shot cafe and bar,27.6587506,85.4085803,Bhaktapur durbar square,0.0,0.0,0.0
ChIJB-CTJpEb6zkRgBO9h_DMAkQ,The Red Triangle Snooker & Bar,27.6734257,85.37443069999999,Bhaktapur durbar square,0.0,0.0,0.0
ChIJza2-P68b6zkRCVaPf855noA,Khankii Lounge & Bar with Thakali,27.6730144,85.4048528,Bhaktapur durbar square,0.0,0.0,0.0
ChIJUTd8xf4b6zkRvCK6VRPEURM,ChillGhar,27.672584,85.37432629999999,Bhaktapur durbar square,0.0,0.0,0.0
ChIJXUxIedsR6zkRsqYE0UMFv2Y,Kot Danda Valley View Restaurant and Bar,27.6206737,85.37648349999999,Bhaktapur durbar square,0.0,0.0,0.0
ChIJ36hRDQAZ6zkRw4dWqMAkY_A,Hotel River Side Family Restaurant & Bar,27.6682206,85.3545974,Bhaktapur durbar square,0.0204,0.0588,0.0469
ChIJuze_dTEb6zkRjIcGL02ADtE,"Karuwa Food, Beverage, Restaurant bar &Tcafe",27.666213,85.36608939999999,Bhaktapur durbar square,0.0,0.0,0.0
ChIJQ7GEegAb6zkRuBst0OML_pg,Bhaktapur cake and coffee shop,27.6712485,85.4211892,Bhaktapur durbar square,0.1215,0.1964,0.1449
