bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m,place_id,latitude,longitude,search_area,restaurant_name,primary_type,searched_as
9,2,0,30,11,7,0,72,1,18,67,18,13,24,4.345833333333333,168.08333333333334,63.426435148724394,BG_01982,27.68666787920156,85.3123426162772,Pulchowk,,,
18,5,0,48,32,11,7,85,3,14,72,11,15,26,4.303846153846154,173.03846153846155,142.30961115671508,BG_01983,27.68469095233207,85.31682971518472,Pulchowk,,,
3,0,0,23,7,2,1,60,5,17,58,17,11,33,4.5272727272727264,172.06060606060606,125.53395051870609,BG_01984,27.683536546593334,85.30826604255489,Pulchowk,,,
5,0,0,12,7,1,1,41,1,11,51,16,11,8,4.35,271.25,154.73111164782006,BG_01985,27.687349448010917,85.30587535851275,Pulchowk,,,
53,7,2,71,26,20,1,96,6,32,90,42,22,60,4.371428571428571,210.08928571428572,121.39465417827275,BG_01986,27.673295438477336,85.3167989126271,Pulchowk,,,
6,0,0,10,7,6,19,24,4,22,84,17,75,31,4.603225806451612,111.61290322580645,159.58425638890276,BG_01987,27.676367554459414,85.32897696159642,Pulchowk,,,
1,0,0,8,10,3,1,25,2,7,35,9,12,8,4.2875,157.0,255.00618924734033,BG_01988,27.671440064765566,85.30532322797309,Pulchowk,,,
2,0,0,10,10,3,1,30,2,9,39,9,13,9,4.2555555555555555,164.0,239.0128734127102,BG_01989,27.671865344234934,85.30594398253405,Pulchowk,,,
6,0,0,20,8,1,1,70,1,14,68,24,10,23,4.426086956521741,206.0,89.07305560735404,BG_01990,27.68678159088409,85.30929027377887,Pulchowk,,,
3,0,0,11,9,1,1,34,2,13,45,12,20,12,4.183333333333334,185.33333333333334,217.30766173840425,BG_01991,27.674033267864434,85.30575482056052,Pulchowk,,,
20,3,0,39,24,1,7,73,3,9,58,10,9,31,4.316129032258065,201.51612903225808,92.26341601209258,BG_01992,27.683167039730304,85.31508067296086,Pulchowk,,,
30,4,2,46,33,5,8,83,6,18,100,20,23,43,4.3930232558139535,212.88372093023256,113.87259470803102,BG_01993,27.678727276392767,85.31899443590774,Pulchowk,,,
49,4,0,56,21,19,31,51,1,10,139,25,96,64,4.458064516129033,138.74193548387098,57.53649642488483,BG_01994,27.672131696992178,85.32427826241985,Pulchowk,,,
16,2,2,29,3,1,2,71,1,13,69,13,17,57,4.412280701754385,333.2280701754386,217.16970193704913,BG_01995,27.68038714869858,85.31336393116132,Pulchowk,,,
3,1,0,6,31,2,1,75,7,19,65,14,9,13,4.553846153846154,111.84615384615384,267.6751388113232,BG_01996,27.68198261144221,85.3236756369297,Pulchowk,,,
49,2,1,57,19,27,7,56,7,14,100,33,45,20,4.2368421052631575,97.52631578947368,59.90584141477743,BG_01997,27.66772738375273,85.32524315850608,Pulchowk,,,
13,1,0,23,9,8,1,54,3,19,50,15,8,6,4.3999999999999995,114.83333333333333,280.95544476285085,BG_01998,27.68992330573158,85.32417491977078,Pulchowk,,,
3,0,0,14,7,1,1,48,4,12,30,14,8,10,4.36,247.7,138.00020433811684,BG_01999,27.685081043248957,85.30575327920077,Pulchowk,,,
53,4,0,62,25,29,9,60,6,14,95,28,59,35,4.2823529411764705,114.55882352941177,84.3318776982203,BG_02000,27.66913725607944,85.32454909288066,Pulchowk,,,
13,0,1,26,3,1,3,64,3,21,63,14,18,58,4.3999999999999995,285.1551724137931,147.5998883492795,BG_02001,27.68002277285231,85.31171927075552,Pulchowk,,,
32,2,2,39,17,4,15,80,5,20,123,25,30,42,4.430952380952381,170.26190476190476,76.87300425259919,BG_02002,27.677488892825377,85.32055493264292,Pulchowk,,,
20,6,0,44,11,19,2,61,1,23,49,10,16,3,4.166666666666667,316.6666666666667,308.37495400720195,BG_02003,27.689327470285047,85.32044683034015,Pulchowk,,,
14,6,0,22,13,7,0,56,1,9,55,19,3,20,4.263157894736842,186.8421052631579,122.2539812459438,BG_02004,27.668078042430537,85.31502184265514,Pulchowk,,,
10,0,0,9,5,9,31,42,3,18,91,18,78,39,4.574358974358974,130.5897435897436,156.79732900273717,BG_02005,27.677677192610016,85.32667045444562,Pulchowk,,,
5,0,0,13,5,1,2,46,4,19,52,22,22,34,4.28529411764706,252.26470588235293,51.47254444622276,BG_02006,27.675724550026022,85.30759444889351,Pulchowk,,,
25,4,0,37,12,13,0,74,2,18,61,19,5,21,4.2523809523809515,184.8095238095238,129.15902013712127,BG_02007,27.669805089340194,85.31385734630231,Pulchowk,,,
49,6,0,64,36,20,0,86,6,20,103,41,17,33,4.3517241379310345,141.0,105.69552091264747,BG_02008,27.671114288061652,85.31768785781571,Pulchowk,,,
18,6,0,23,12,10,0,63,1,11,48,17,5,20,4.26,181.4,186.77725874364822,BG_02009,27.668599806434713,85.3142216908865,Pulchowk,,,
3,1,0,8,6,4,5,27,3,13,52,20,38,10,4.779999999999999,66.7,98.42147543959912,BG_02010,27.673680784005064,85.33125530640834,Pulchowk,,,
2,0,0,9,12,2,1,33,2,10,46,12,14,13,4.253846153846154,176.6153846153846,168.47637185655722,BG_02011,27.673167250117547,85.30607954250425,Pulchowk,,,
15,5,0,49,8,14,3,55,3,19,66,7,15,10,4.319999999999999,84.8,136.4496054075282,BG_02012,27.69009437049934,85.31272737787704,Pulchowk,,,
52,6,3,70,22,19,1,99,7,31,115,44,20,57,4.388888888888889,219.25925925925927,118.08651345050961,BG_02013,27.67427000424837,85.31628217203432,Pulchowk,,,
22,5,0,48,10,20,6,57,2,24,42,10,16,10,4.0200000000000005,173.1,226.67501163959898,BG_02014,27.68889776796083,85.31856759260819,Pulchowk,,,
17,5,0,36,22,17,0,56,6,11,49,19,14,9,4.344444444444445,62.333333333333336,221.54521226878856,BG_02015,27.665830132639112,85.31823706086323,Pulchowk,,,
3,1,0,8,6,4,4,27,3,13,55,20,38,11,4.7727272727272725,63.36363636363637,71.81206902475859,BG_02016,27.673953751244195,85.3313517320756,Pulchowk,,,
4,2,0,24,35,4,7,84,5,23,60,6,8,11,4.572727272727272,127.0909090909091,241.61309616530218,BG_02017,27.683243068333915,85.32231250089367,Pulchowk,,,
4,0,0,22,2,1,2,63,2,13,57,13,10,40,4.4799999999999995,265.2,100.2854891022412,BG_02018,27.681621436783267,85.31194158213744,Pulchowk,,,
11,0,0,28,18,6,1,75,5,19,69,26,10,11,4.390909090909091,76.0,99.16333384804571,BG_02019,27.687307244164348,85.326837119951,Pulchowk,,,
8,0,0,14,7,8,1,40,4,28,71,12,59,22,4.718181818181818,49.90909090909091,92.37119170759462,BG_02020,27.67755726496592,85.32918925384467,Pulchowk,,,
6,0,0,23,2,1,2,66,2,13,61,12,11,44,4.422727272727273,264.3636363636364,107.06428930855778,BG_02021,27.68124066376506,85.31176774098547,Pulchowk,,,
1,0,0,5,4,1,0,44,4,15,40,8,15,12,4.291666666666667,185.91666666666666,359.0660598652131,BG_02022,27.675976633659424,85.30412684008556,Pulchowk,,,
18,4,0,56,22,18,6,79,1,23,63,13,16,11,4.109090909090909,157.9090909090909,146.29661882907726,BG_02023,27.686679989671326,85.31867487293306,Pulchowk,,,
4,0,0,25,6,2,1,60,6,16,46,12,11,33,4.460606060606061,244.66666666666666,146.84697319169993,BG_02024,27.681468083899574,85.3076565976359,Pulchowk,,,
9,0,0,9,6,9,25,43,3,19,89,18,75,35,4.6,106.57142857142857,136.59870418719657,BG_02025,27.67800520658589,85.3269309637222,Pulchowk,,,
7,0,0,14,7,9,1,60,3,21,76,12,55,13,4.753846153846154,25.692307692307693,142.07703619668644,BG_02026,27.67934712057735,85.32801144600549,Pulchowk,,,
10,0,0,9,7,9,24,40,3,21,91,16,76,34,4.602941176470588,107.26470588235294,91.34377188152662,BG_02027,27.677628598433564,85.32733444031386,Pulchowk,,,
8,1,0,21,6,8,0,52,4,31,71,15,39,12,4.500000000000001,57.0,272.1362966269682,BG_02028,27.67798939853359,85.33197020970634,Pulchowk,,,
22,4,0,43,13,18,4,70,2,24,59,11,17,7,4.057142857142858,214.71428571428572,344.6931292067651,BG_02029,27.68803680027541,85.3200066494114,Pulchowk,,,
2,0,0,12,8,4,1,24,1,5,32,8,7,12,4.266666666666667,150.25,77.41948171150544,BG_02030,27.669982139506264,85.30673061309855,Pulchowk,,,
9,0,0,19,14,10,2,89,5,25,94,13,11,12,4.55,64.0,205.75793313693893,BG_02031,27.683485732744288,85.32741492362729,Pulchowk,,,
2,0,0,9,10,2,1,31,2,10,45,11,14,11,4.218181818181818,141.72727272727272,197.68929948111298,BG_02032,27.673006647909272,85.30580138745715,Pulchowk,,,
4,1,0,23,24,4,4,75,5,25,52,6,9,13,4.515384615384615,105.23076923076923,176.13562366387643,BG_02033,27.683986220146576,85.32321195577475,Pulchowk,,,
51,3,0,60,31,29,4,65,7,15,98,30,38,22,4.181818181818182,76.77272727272727,127.22388296685953,BG_02034,27.66783715106022,85.32331936922718,Pulchowk,,,
17,1,0,22,10,7,33,31,3,14,118,19,85,62,4.482258064516129,144.08064516129033,63.503039350656785,BG_02035,27.67620893802863,85.32479967332385,Pulchowk,,,
23,3,2,35,35,3,7,87,6,18,94,13,14,30,4.366666666666666,274.1333333333333,88.62888202274219,BG_02036,27.680387308864557,85.31846336051936,Pulchowk,,,
12,0,1,26,3,1,3,62,4,20,65,14,18,61,4.391803278688525,278.655737704918,136.83246998386377,BG_02037,27.679887629398102,85.31155154631323,Pulchowk,,,
6,0,0,10,7,1,0,44,1,12,46,19,12,6,4.466666666666666,140.5,156.350357093823,BG_02038,27.689764184332915,85.30946736836623,Pulchowk,,,
26,0,0,40,27,11,1,92,4,13,94,27,16,16,4.393750000000001,53.3125,179.2702811221194,BG_02039,27.68425203294691,85.33136830919956,Pulchowk,,,
22,7,0,58,11,22,4,50,5,22,55,7,18,10,4.12,137.9,173.58655121899346,BG_02040,27.690453398588225,85.31610788114325,Pulchowk,,,
12,0,0,17,21,6,22,65,6,18,81,16,28,36,4.513888888888889,162.66666666666666,138.10437457877734,BG_02041,27.678487292400654,85.32249441004961,Pulchowk,,,
17,0,0,33,15,8,1,97,2,19,104,20,37,12,4.466666666666667,69.58333333333333,145.57017187699915,BG_02042,27.682417331159105,85.33129943885557,Pulchowk,,,
2,0,0,5,15,3,1,76,4,25,56,12,11,12,4.591666666666666,109.66666666666667,220.32716917189035,BG_02043,27.682442661975042,85.32519084258108,Pulchowk,,,
5,0,0,10,6,1,2,57,4,20,55,16,19,35,4.2942857142857145,255.62857142857143,142.42379486586606,BG_02044,27.676832759527088,85.30692955900342,Pulchowk,,,
3,0,0,18,7,2,1,63,6,17,41,7,8,21,4.519047619047619,261.5238095238095,81.4480363861833,BG_02045,27.68181882679424,85.30563657434557,Pulchowk,,,
33,4,2,42,24,6,9,81,7,18,109,22,26,45,4.4044444444444455,205.93333333333334,124.831507854224,BG_02046,27.677850838213814,85.31965662961335,Pulchowk,,,
20,4,0,45,11,19,4,73,2,23,62,11,15,8,4.1625,207.875,387.2900705822805,BG_02047,27.68784004514968,85.32074928204098,Pulchowk,,,
12,1,0,21,7,14,1,50,2,22,40,10,6,5,4.279999999999999,137.6,333.85438133931433,BG_02048,27.689239024149934,85.32290374942306,Pulchowk,,,
54,7,2,74,32,21,1,96,6,29,104,41,21,49,4.335555555555555,173.46666666666667,86.18547486499362,BG_02049,27.67282707900706,85.31753669508922,Pulchowk,,,
24,5,0,31,13,12,0,69,2,18,61,19,5,20,4.26,181.4,181.85870143852452,BG_02050,27.66927928075241,85.31416113384965,Pulchowk,,,
15,0,0,29,13,7,1,83,3,28,92,16,41,10,4.61,73.5,71.46449140944027,BG_02051,27.6807528731629,85.33033599384201,Pulchowk,,,
18,8,0,48,11,20,4,52,4,24,54,6,15,4,4.2,172.25,189.9387457351514,BG_02052,27.69195558045238,85.316362681529,Pulchowk,,,
49,3,1,58,21,29,8,57,7,14,103,34,48,25,4.295833333333333,107.375,90.21285322012915,BG_02053,27.66826046289777,85.32515635712342,Pulchowk,,,
7,0,0,15,12,4,1,40,3,17,60,15,13,20,4.265,168.4,98.17322083145837,BG_02054,27.6722636044866,85.30793814069938,Pulchowk,,,
7,0,0,15,12,4,1,43,3,19,62,18,13,22,4.254545454545454,197.0909090909091,60.705240121292896,BG_02055,27.672393760919906,85.30829324431285,Pulchowk,,,
17,3,0,42,12,14,2,47,1,20,52,11,20,16,4.199999999999999,136.375,116.21553264098387,BG_02056,27.68873717720086,85.31398545959924,Pulchowk,,,
24,4,0,49,13,19,6,47,2,19,40,8,18,12,4.166666666666666,147.83333333333334,246.4501134824848,BG_02057,27.68866512584659,85.31662993485335,Pulchowk,,,
25,2,2,29,19,5,19,74,5,21,121,24,25,43,4.444186046511628,166.0,52.630293629477016,BG_02058,27.677655679295466,85.32101419982415,Pulchowk,,,
14,1,0,15,4,7,29,22,2,16,95,17,86,53,4.518867924528302,137.0943396226415,77.29454963246417,BG_02059,27.67512530492307,85.32761773753828,Pulchowk,,,
2,0,0,9,10,2,1,25,2,7,40,9,12,7,4.385714285714285,119.28571428571429,270.1915935903568,BG_02060,27.67230200734893,85.305269285538,Pulchowk,,,
5,0,0,17,9,4,0,46,0,13,51,15,13,15,4.286666666666665,133.06666666666666,181.62605619824936,BG_02061,27.688235588188768,85.31111615312633,Pulchowk,,,
4,0,0,20,6,2,1,60,4,12,44,17,11,31,4.516129032258065,207.67741935483872,123.8188188811564,BG_02062,27.68352003435503,85.31011470600647,Pulchowk,,,
19,3,1,37,19,1,5,87,2,11,88,13,16,42,4.466666666666667,259.6666666666667,157.17623695175087,BG_02063,27.680977282025424,85.31482869862342,Pulchowk,,,
12,0,1,25,10,7,2,57,5,26,65,25,21,51,4.292156862745099,329.7450980392157,81.50340832514946,BG_02064,27.674791283127462,85.30962203057939,Pulchowk,,,
34,4,0,40,22,13,0,78,3,20,74,29,4,25,4.220833333333332,186.45833333333334,120.84451080617302,BG_02065,27.669749728678717,85.31509792052465,Pulchowk,,,
17,4,0,29,33,5,7,88,4,20,57,7,8,18,4.227777777777778,253.11111111111111,149.05194516366103,BG_02066,27.68393220660364,85.31951041204113,Pulchowk,,,
19,1,0,23,13,7,32,43,5,14,117,18,81,62,4.509677419354839,151.08064516129033,89.62811124839894,BG_02067,27.67675390101777,85.32374475069977,Pulchowk,,,
3,0,0,14,7,2,1,43,5,12,36,13,6,9,4.377777777777777,279.6666666666667,151.82291126306257,BG_02068,27.684358895283484,85.30566489673502,Pulchowk,,,
7,2,0,13,4,7,0,47,0,7,46,15,5,14,4.3428571428571425,125.14285714285714,59.15950510120047,BG_02069,27.66737751603433,85.31342846811395,Pulchowk,,,
19,2,1,31,10,13,2,58,5,26,76,28,16,50,4.246938775510205,287.7142857142857,161.5569173178927,BG_02070,27.673321454992866,85.31028623443268,Pulchowk,,,
9,0,1,24,2,1,3,63,3,16,58,11,16,50,4.388,256.02,116.49018252542864,BG_02071,27.680693331863242,85.31159738373309,Pulchowk,,,
43,2,2,59,25,10,9,94,5,26,131,34,36,50,4.420833333333333,194.72916666666666,75.81273687997687,BG_02072,27.676137869178405,85.31899910561054,Pulchowk,,,
3,0,0,13,6,1,1,42,4,10,29,12,7,8,4.35,268.375,275.4936193317272,BG_02073,27.68497875923058,85.30436263361857,Pulchowk,,,
5,0,0,13,6,1,1,48,3,19,49,21,22,31,4.261290322580645,270.8709677419355,96.33572338273561,BG_02074,27.675376557619437,85.30733121309557,Pulchowk,,,
16,0,0,32,14,8,1,97,3,21,115,22,36,10,4.5200000000000005,79.6,180.63343778894404,BG_02075,27.682225634103723,85.33071110468008,Pulchowk,,,
56,7,2,75,29,21,5,92,5,28,111,40,28,54,4.3660000000000005,164.04,108.14692183224464,BG_02076,27.673879240096557,85.31825203045857,Pulchowk,,,
15,3,0,45,11,7,7,80,1,9,72,13,13,26,4.323076923076924,155.92307692307693,134.77528053064688,BG_02077,27.68493221702193,85.31389754904535,Pulchowk,,,
18,7,0,50,10,19,4,54,3,27,51,9,17,6,4.183333333333333,111.33333333333333,250.46255411953436,BG_02078,27.691557142709414,85.31429349086571,Pulchowk,,,
20,4,0,54,10,18,6,67,1,21,69,10,18,14,4.171428571428572,132.28571428571428,67.90213465832824,BG_02079,27.68706191435812,85.31682222167616,Pulchowk,,,
23,5,0,54,10,21,4,50,2,23,48,12,20,13,4.207692307692308,138.30769230769232,201.12531389395562,BG_02080,27.689329612404663,85.31478736197995,Pulchowk,,,
5,0,0,8,7,2,0,48,1,10,47,16,13,6,4.466666666666666,140.5,179.8056143795946,BG_02081,27.689983714258265,85.3094344430569,Pulchowk,,,
25,4,0,48,13,19,6,56,2,19,46,8,18,12,4.166666666666666,147.83333333333334,234.17847063898097,BG_02082,27.6885610460982,85.31695082654224,Pulchowk,,,
21,3,0,31,35,2,7,87,4,14,80,10,5,19,4.336842105263158,339.05263157894734,69.8248454177129,BG_02083,27.681757739401725,85.31841428510887,Pulchowk,,,
53,4,2,60,27,16,26,73,5,27,116,36,44,66,4.425806451612904,156.9516129032258,66.08172855923243,BG_02084,27.674703431927576,85.31991415858138,Pulchowk,,,
30,4,2,44,35,3,8,78,6,21,101,17,20,40,4.3675,218.975,59.586225015415465,BG_02085,27.679343709692372,85.31856549054909,Pulchowk,,,
0,0,0,5,5,1,0,40,2,9,33,7,12,9,4.577777777777778,212.22222222222223,268.8930517277293,BG_02086,27.677501810993853,85.30326515723594,Pulchowk,,,
5,0,0,7,8,1,1,53,3,16,52,8,17,21,4.247619047619048,194.0952380952381,236.10497096628185,BG_02087,27.6771206857389,85.30516864719037,Pulchowk,,,
30,2,0,30,20,10,34,45,1,12,112,23,87,74,4.501388888888889,130.97222222222223,136.93161819559785,BG_02088,27.674575193490405,85.32294682066517,Pulchowk,,,
6,0,0,15,9,4,1,41,3,10,51,10,9,17,4.341176470588236,185.1764705882353,50.97233491645241,BG_02089,27.670734794260834,85.30867494696619,Pulchowk,,,
3,1,0,11,5,5,0,34,3,26,72,20,42,11,4.418181818181818,98.9090909090909,140.30657578196738,BG_02090,27.676733468571797,85.3319128642507,Pulchowk,,,
17,4,0,54,28,18,6,78,3,20,59,12,14,9,4.2555555555555555,158.0,177.97197866158547,BG_02091,27.68621099433295,85.31927987333741,Pulchowk,,,
6,0,0,11,7,1,0,42,1,11,47,20,12,9,4.488888888888889,124.11111111111111,90.94338905625345,BG_02092,27.689193465844635,85.30927602470759,Pulchowk,,,
5,0,0,14,7,1,1,47,2,13,47,16,10,11,4.381818181818182,227.0909090909091,172.05925739458556,BG_02093,27.68671593395714,85.30608617418378,Pulchowk,,,
5,0,1,17,6,5,2,51,4,24,62,26,23,53,4.345283018867924,305.0377358490566,95.66944185022767,BG_02094,27.676209821907346,85.30975681795695,Pulchowk,,,
22,4,0,36,31,6,7,88,4,17,62,8,11,19,4.21578947368421,277.42105263157896,119.20721916574286,BG_02095,27.683373722471835,85.31800679555452,Pulchowk,,,
22,4,0,52,13,19,7,71,2,24,58,10,15,10,4.0200000000000005,173.1,246.16670552674745,BG_02096,27.687564521129545,85.31910822037007,Pulchowk,,,
5,0,0,22,5,3,2,59,3,13,44,15,9,29,4.4655172413793105,169.17241379310346,62.85962414575529,BG_02097,27.683618133385153,85.31134629258219,Pulchowk,,,
7,2,0,10,7,4,0,34,0,7,41,11,3,15,4.346666666666667,161.66666666666666,170.68805124631203,BG_02098,27.667389699352743,85.31094617503989,Pulchowk,,,
7,0,0,11,6,8,0,35,4,29,70,13,64,21,4.704761904761904,51.95238095238095,130.51094318374751,BG_02099,27.677233745528074,85.3294937867519,Pulchowk,,,
35,5,4,20,38,7,0,71,8,14,68,37,16,18,4.3999999999999995,54.64705882352941,211.1249930903674,BG_02100,27.705851321903417,85.32564337666275,Durbar Marg,,,
23,0,1,23,10,8,9,54,14,49,66,25,29,61,4.547540983606557,315.11475409836066,201.04927132353123,BG_02101,27.713187367234116,85.3063218181143,Durbar Marg,,,
11,2,0,10,7,0,0,36,1,13,39,11,8,2,3.9,62.5,349.4244794507276,BG_02102,27.715070343691032,85.33158569786357,Durbar Marg,,,
6,2,0,2,7,0,0,23,2,11,24,8,7,3,4.466666666666667,76.66666666666667,332.5669563822549,BG_02103,27.71351632686848,85.33262232644651,Durbar Marg,,,
45,7,3,16,2,8,0,49,16,21,86,7,22,19,4.144444444444445,90.44444444444444,217.09986229744138,BG_02104,27.70074542562149,85.31433468283957,Durbar Marg,,,
25,5,2,8,27,7,4,60,8,26,45,23,13,15,4.266666666666667,176.4,131.62001143598107,BG_02105,27.71665075359986,85.3227769024284,Durbar Marg,,,
23,0,0,33,4,13,3,39,6,23,103,28,59,18,4.722222222222222,252.05555555555554,76.63515698071974,BG_02106,27.709079577461644,85.30575850444441,Durbar Marg,,,
56,7,3,20,2,11,0,57,17,21,76,8,23,24,4.2,84.95454545454545,149.33055380369768,BG_02107,27.700577290957938,85.31340594489438,Durbar Marg,,,
17,3,0,13,10,0,0,39,3,19,40,13,10,4,4.275,77.5,281.0321801545307,BG_02108,27.7150058060098,85.33023043343513,Durbar Marg,,,
73,11,1,32,9,17,2,62,17,20,95,12,43,25,4.221739130434783,121.73913043478261,51.371652958012675,BG_02109,27.70379237923718,85.31378045616783,Durbar Marg,,,
28,5,4,22,33,6,1,69,7,16,67,35,19,15,4.486666666666666,57.666666666666664,272.5489428561751,BG_02110,27.705823065593407,85.32741511830298,Durbar Marg,,,
13,4,1,12,15,7,0,51,1,28,66,14,18,22,4.404545454545455,127.9090909090909,191.75885654126628,BG_02111,27.719574909363036,85.31535046400172,Durbar Marg,,,
87,2,3,37,3,15,9,74,23,20,90,14,76,64,4.163934426229508,156.81967213114754,50.91766487369455,BG_02112,27.70183937329023,85.30950036290177,Durbar Marg,,,
38,5,1,28,8,4,2,40,1,18,34,22,14,13,4.63076923076923,132.23076923076923,236.9357082356472,BG_02113,27.720345430295563,85.30689318681513,Durbar Marg,,,
61,11,1,28,35,18,2,70,13,17,137,28,34,18,4.394444444444444,62.111111111111114,158.10247216025564,BG_02114,27.704994880190988,85.31596037281484,Durbar Marg,,,
54,6,3,29,38,6,9,77,17,20,59,39,21,57,4.278947368421052,227.7719298245614,134.8133879404961,BG_02115,27.70884614701958,85.31990727008387,Durbar Marg,,,
13,4,2,11,15,7,0,51,2,29,64,13,19,23,4.408695652173913,125.1304347826087,206.90891375474462,BG_02116,27.719343968907243,85.31522024725727,Durbar Marg,,,
11,1,0,7,9,3,0,26,3,13,40,13,8,3,4.466666666666667,76.66666666666667,234.93652269278093,BG_02117,27.712219191957193,85.33192733617354,Durbar Marg,,,
24,3,4,16,29,7,1,56,7,16,50,24,17,7,4.871428571428572,25.714285714285715,274.26310968088717,BG_02118,27.706781742278462,85.3284025337798,Durbar Marg,,,
53,11,1,27,40,20,1,66,12,15,135,30,23,16,4.3375,68.375,135.70554664605294,BG_02119,27.704783161357597,85.3165773515905,Durbar Marg,,,
28,0,0,32,9,8,11,43,8,39,112,28,42,34,4.620588235294118,281.02941176470586,118.16341393831492,BG_02120,27.710963267566594,85.30682714291001,Durbar Marg,,,
16,6,0,4,31,7,1,44,6,17,72,25,5,7,4.5,33.666666666666664,169.84034147571845,BG_02121,27.70061857617965,85.31908172063031,Durbar Marg,,,
54,4,1,21,59,12,5,90,15,20,85,58,23,30,4.162068965517241,120.86206896551724,102.39028592264329,BG_02122,27.70685507963842,85.32148017860648,Durbar Marg,,,
5,2,0,5,7,0,0,26,1,12,33,10,6,2,4.35,42.5,402.72526682582264,BG_02123,27.714721141594683,85.33271556537275,Durbar Marg,,,
23,3,1,13,24,6,2,54,7,28,48,25,13,4,4.325,166.25,218.90659011248192,BG_02124,27.71770374989604,85.32818296637001,Durbar Marg,,,
41,3,4,11,1,2,8,54,6,21,50,4,6,58,4.436842105263158,309.1929824561403,132.6214812095958,BG_02125,27.71363119389141,85.31725547028466,Durbar Marg,,,
37,5,1,29,7,4,2,42,0,18,34,21,15,12,4.641666666666667,132.08333333333334,180.8175005768616,BG_02126,27.720054095392243,85.30638748076339,Durbar Marg,,,
29,5,4,22,32,5,1,71,7,16,71,34,19,16,4.43125,56.8125,268.84194550367766,BG_02127,27.705661680774146,85.32736856659739,Durbar Marg,,,
22,2,1,22,8,7,4,41,11,37,62,18,23,23,4.686956521739131,285.5652173913044,149.17120706340413,BG_02128,27.715217404621022,85.30500986523361,Durbar Marg,,,
4,0,1,4,6,7,1,13,2,12,20,6,5,3,4.233333333333333,70.66666666666667,242.22702191596224,BG_02129,27.724200118347564,85.31453616906529,Durbar Marg,,,
29,5,4,23,31,8,3,65,13,28,63,31,25,12,4.25,128.66666666666666,101.00420308375563,BG_02130,27.707576889347845,85.32605035520893,Durbar Marg,,,
32,5,0,20,8,5,0,29,1,11,44,17,12,6,4.333333333333333,78.33333333333333,84.89569178260084,BG_02131,27.722568048978626,85.30839307948362,Durbar Marg,,,
23,3,1,13,25,8,5,68,7,31,66,28,14,18,4.272222222222222,203.55555555555554,148.99101039221267,BG_02132,27.718440947259566,85.32328844893563,Durbar Marg,,,
44,6,3,30,21,10,9,59,10,46,51,30,32,69,4.5470588235294125,295.1029411764706,96.48743398782703,BG_02133,27.71830277614817,85.3121850198066,Durbar Marg,,,
86,4,1,45,8,24,15,63,13,18,116,20,92,37,4.3194444444444455,213.08333333333334,120.91817250978241,BG_02134,27.70708699550309,85.31042149852858,Durbar Marg,,,
5,0,0,6,6,9,1,13,2,10,24,7,5,3,4.233333333333333,70.66666666666667,220.99334011111947,BG_02135,27.724314012620788,85.31278508777311,Durbar Marg,,,
12,1,1,12,13,11,3,53,3,24,64,10,12,20,4.305000000000001,184.95,208.493799032019,BG_02136,27.721476454468146,85.31690280999659,Durbar Marg,,,
42,6,1,36,13,9,4,55,9,34,39,31,25,37,4.629729729729731,277.3243243243243,168.72548011858865,BG_02137,27.71854039709197,85.30734274576017,Durbar Marg,,,
26,5,6,12,14,2,7,52,12,29,37,13,19,28,4.196428571428571,134.89285714285714,103.68710674879738,BG_02138,27.712452889473358,85.32302121151433,Durbar Marg,,,
39,5,1,28,9,7,2,41,4,22,34,25,18,19,4.631578947368421,321.3157894736842,195.20557035623273,BG_02139,27.719984893512965,85.30726325288894,Durbar Marg,,,
8,1,0,7,2,1,0,29,1,9,24,7,6,2,4.35,243.5,245.85603078072418,BG_02140,27.719744195627634,85.3303664057435,Durbar Marg,,,
67,6,2,34,19,9,23,69,11,43,104,20,41,92,4.450549450549451,285.8241758241758,59.818531704977026,BG_02141,27.71056989531053,85.31399713136572,Durbar Marg,,,
40,6,6,15,27,4,6,77,13,23,47,24,21,34,4.214705882352941,139.3235294117647,65.8714436533273,BG_02142,27.710112467617595,85.32321502971844,Durbar Marg,,,
15,2,0,3,29,5,0,44,4,12,59,19,7,10,4.433333333333334,37.888888888888886,147.3750053035898,BG_02143,27.69964593829903,85.32159950896055,Durbar Marg,,,
56,4,1,23,46,5,8,91,16,21,72,45,21,36,4.208333333333333,153.97222222222223,85.5955649974301,BG_02144,27.707493605347288,85.32153721686521,Durbar Marg,,,
84,0,2,40,3,14,11,67,19,18,94,21,87,62,4.172413793103448,164.58620689655172,54.59431635268319,BG_02145,27.702499926071713,85.30841799028177,Durbar Marg,,,
10,1,0,5,8,3,0,24,3,13,36,12,8,3,4.466666666666667,76.66666666666667,236.42371083361112,BG_02146,27.71237590525585,85.33233837156614,Durbar Marg,,,
17,3,0,13,10,0,0,39,4,19,40,13,11,4,4.275,77.5,277.85905599158826,BG_02147,27.71503129002179,85.32998297704906,Durbar Marg,,,
