bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m,place_id,latitude,longitude,search_area,restaurant_name,primary_type,searched_as
5,0,0,10,4,8,2,15,3,16,37,22,22,3,4.933333333333334,3.0,366.55412816627864,BG_00373,27.706740459572014,85.29897702222192,New Road,,,
9,0,0,6,5,4,1,43,3,11,55,13,25,5,4.18,149.2,207.87226814579338,BG_00374,27.691229001861867,85.30753339444573,New Road,,,
13,0,0,14,3,8,1,23,4,13,46,14,18,3,4.8999999999999995,8.0,288.03381236279637,BG_00375,27.71318596812001,85.29991784417831,New Road,,,
14,0,0,15,2,8,1,24,4,14,46,14,18,3,4.8999999999999995,8.0,265.55008221545177,BG_00376,27.713341430040728,85.30012235311143,New Road,,,
66,4,1,48,11,17,16,63,10,33,143,24,64,58,4.505172413793104,298.7241379310345,98.23284883528017,BG_00377,27.709238171403655,85.31059702592931,New Road,,,
25,4,1,30,6,10,3,42,7,22,53,4,11,4,4.4750000000000005,17.5,111.11014360948344,BG_00378,27.69473672319249,85.3135731316877,New Road,,,
4,0,0,2,4,2,1,9,1,7,34,17,10,1,4.2,213.0,492.7106532122085,BG_00379,27.705245235746514,85.29656352083705,New Road,,,
13,1,0,9,6,4,1,43,3,12,58,13,23,4,4.325,179.75,284.1762299880038,BG_00380,27.691041770826697,85.30832316240328,New Road,,,
51,2,1,25,12,7,0,39,1,10,50,24,10,6,4.716666666666666,62.666666666666664,172.33402832653553,BG_00381,27.698515910059648,85.296803924323,New Road,,,
50,11,0,22,29,18,1,55,15,21,94,18,21,16,4.34375,63.125,220.89120620488552,BG_00382,27.703120059243812,85.31595077587465,New Road,,,
15,0,0,23,1,10,1,30,3,20,96,28,35,9,4.7444444444444445,10.11111111111111,96.58875796306197,BG_00383,27.709232560768903,85.30369610793896,New Road,,,
65,6,1,44,14,16,18,66,9,36,147,23,61,62,4.485483870967742,253.0,93.57667242277624,BG_00384,27.709518256620623,85.31145792362251,New Road,,,
33,1,0,28,5,10,2,56,10,16,68,18,58,19,4.435294117647059,26.235294117647058,169.92481134891432,BG_00385,27.698511311233435,85.30487503905144,New Road,,,
35,0,0,33,1,10,10,35,5,16,90,24,75,23,4.278260869565218,224.08695652173913,56.02948448851839,BG_00386,27.707435908616915,85.30637520902445,New Road,,,
52,8,2,29,48,10,7,81,16,26,84,43,26,40,4.26,167.575,98.21049653535417,BG_00387,27.706712344839207,85.31923010697065,New Road,,,
58,11,1,27,37,20,1,67,12,17,135,30,29,17,4.317647058823529,64.58823529411765,134.47342938496834,BG_00388,27.70496564813595,85.3163128006015,New Road,,,
54,1,1,36,12,11,0,54,3,12,80,24,35,10,4.610000000000001,56.2,129.89119629339115,BG_00389,27.698845073065065,85.30134227888456,New Road,,,
30,7,0,15,49,8,1,69,9,20,86,45,7,14,4.207692307692309,26.76923076923077,60.33387418973728,BG_00390,27.703519267292602,85.31871021051774,New Road,,,
18,6,0,38,10,18,4,49,3,25,49,5,15,4,4.2,172.25,211.20865711459172,BG_00391,27.692523139285438,85.31526540329169,New Road,,,
46,1,1,18,6,4,0,29,1,5,40,17,6,6,4.783333333333334,38.166666666666664,194.24425194240297,BG_00392,27.69422826469689,85.29670636469653,New Road,,,
0,0,0,0,1,0,1,2,0,5,10,8,3,0,,,743.5077274301653,BG_00393,27.706270650188046,85.29359059308295,New Road,,,
4,0,0,0,5,1,1,7,1,7,26,16,8,0,,,530.7492943431951,BG_00394,27.70554136759537,85.29636842320298,New Road,,,
50,9,2,27,40,8,5,73,15,15,67,39,13,44,4.263636363636364,180.29545454545453,90.87565738614899,BG_00395,27.706962901477326,85.31854991514163,New Road,,,
64,1,3,34,3,12,3,71,15,19,91,17,55,50,4.164583333333334,79.16666666666667,76.89803366598082,BG_00396,27.699079156439925,85.30860999379507,New Road,,,
13,6,0,28,9,11,4,17,1,13,17,2,10,3,3.8666666666666667,352.6666666666667,80.02862686671217,BG_00397,27.693947391311802,85.31912828289737,New Road,,,
28,10,0,11,33,15,1,46,10,20,94,26,14,9,4.433333333333334,13.88888888888889,137.79023916090915,BG_00398,27.70270238979808,85.31692556052002,New Road,,,
51,2,2,20,13,6,21,62,14,53,83,15,16,113,4.536607142857142,309.50892857142856,65.37647432818494,BG_00399,27.71380050440632,85.31358929239138,New Road,,,
12,8,1,20,8,7,3,29,3,18,55,2,6,4,4.225,68.75,346.88357873559295,BG_00400,27.696268519840615,85.3170453527159,New Road,,,
51,0,2,36,2,9,10,47,12,22,85,25,80,54,4.196078431372549,184.8235294117647,116.20199157959681,BG_00401,27.70170648563947,85.30645038563172,New Road,,,
52,0,1,29,15,9,22,68,19,65,79,25,32,111,4.545454545454546,295.4727272727273,54.70792537755775,BG_00402,27.712722365729586,85.31093218474064,New Road,,,
25,0,0,11,3,3,1,27,5,9,45,12,25,6,4.616666666666666,44.333333333333336,296.5989151436072,BG_00403,27.693352970339248,85.30144953510187,New Road,,,
56,1,1,38,3,9,8,67,15,19,92,18,67,56,4.137735849056604,99.28301886792453,81.95392178223007,BG_00404,27.699817986180136,85.30707328415392,New Road,,,
52,2,1,24,10,7,0,33,1,5,40,19,8,6,4.783333333333334,38.166666666666664,186.34208118335093,BG_00405,27.695043620537056,85.29690000644219,New Road,,,
11,3,0,1,22,2,0,29,3,10,49,9,3,7,4.3999999999999995,118.14285714285714,284.5083397338633,BG_00406,27.6985382457874,85.32092006694988,New Road,,,
16,0,1,15,8,4,0,26,0,8,45,19,12,5,4.58,103.4,252.66139313388527,BG_00407,27.702224304476534,85.29671716162267,New Road,,,
18,0,0,21,5,12,1,42,6,25,90,27,37,16,4.7125,74.125,260.46532170387593,BG_00408,27.710741077175502,85.30407016225496,New Road,,,
49,0,2,37,1,10,10,46,12,22,75,24,79,50,4.172340425531916,196.61702127659575,85.24369730773212,BG_00409,27.702129138064496,85.30631422200027,New Road,,,
10,0,0,10,2,7,2,17,5,13,48,15,17,3,4.8999999999999995,8.0,94.02924925480298,BG_00410,27.711160998299018,85.29871041354966,New Road,,,
46,0,0,34,9,11,16,48,8,39,119,27,62,40,4.5375,303.375,72.55336350787519,BG_00411,27.709700794574996,85.3087112891284,New Road,,,
51,3,1,20,58,9,1,88,14,12,90,53,14,23,4.259090909090909,51.27272727272727,167.54849149641467,BG_00412,27.705780118509036,85.32104032485005,New Road,,,
10,0,0,17,3,9,2,23,3,16,53,27,30,6,4.8999999999999995,3.1666666666666665,127.97799052940762,BG_00413,27.708552083920132,85.3017638448047,New Road,,,
6,0,0,5,5,4,1,34,6,6,41,10,28,2,4.25,194.5,135.27756585212805,BG_00414,27.69208912871343,85.30483783952248,New Road,,,
52,11,1,25,18,20,0,56,18,24,92,19,23,23,4.309523809523809,100.95238095238095,227.66756621991607,BG_00415,27.702909297160666,85.3152716225516,New Road,,,
12,0,0,18,3,6,1,21,2,14,57,24,44,14,4.192307692307692,68.76923076923077,268.25293751047343,BG_00416,27.703953522163594,85.30174408410096,New Road,,,
25,0,0,10,3,2,0,17,2,4,28,13,9,4,4.675000000000001,55.0,72.18882651226119,BG_00417,27.6925294202141,85.29930458237719,New Road,,,
58,1,1,23,13,8,0,43,1,8,56,24,13,6,4.7,34.5,163.14690961029706,BG_00418,27.695800369729763,85.29928462377985,New Road,,,
22,2,0,17,5,10,1,63,7,13,67,14,18,6,4.3,73.33333333333333,382.9960604099088,BG_00419,27.692247121554082,85.30943702580635,New Road,,,
17,6,0,49,9,14,3,54,2,19,68,9,16,12,4.308333333333333,115.66666666666667,100.58406138320862,BG_00420,27.689718158085753,85.31316589482347,New Road,,,
4,0,0,4,3,0,1,21,1,8,36,12,17,3,4.166666666666667,195.0,204.96640093995651,BG_00421,27.689052397791773,85.30407222827998,New Road,,,
18,0,0,22,5,5,1,23,2,15,47,24,39,10,4.411111111111111,63.666666666666664,119.74799846961136,BG_00422,27.702836624195808,85.30090976516014,New Road,,,
61,2,1,27,12,8,0,38,1,6,47,22,10,7,4.728571428571429,35.857142857142854,134.17142636027378,BG_00423,27.695573118078027,85.2981931694304,New Road,,,
47,0,1,33,14,11,14,76,15,60,77,28,30,89,4.5775280898876405,296.40449438202245,104.91456817047943,BG_00424,27.714684066078533,85.30763126709563,New Road,,,
53,9,0,19,39,18,1,68,11,15,120,29,24,13,4.292307692307693,50.23076923076923,192.79735951827035,BG_00425,27.704297692737345,85.31637185560935,New Road,,,
74,0,1,43,1,16,13,59,12,15,87,23,91,52,4.196000000000001,188.02,98.83787725474406,BG_00426,27.70625458578253,85.3081632363248,New Road,,,
0,0,0,1,1,0,1,5,0,9,16,11,4,0,,,641.7935962203777,BG_00427,27.70524705535827,85.2942283784689,New Road,,,
6,0,0,9,4,7,2,15,3,13,37,20,18,2,5.0,1.5,406.7552011864596,BG_00428,27.706725699739273,85.29830575014404,New Road,,,
23,6,0,57,8,21,4,66,4,25,61,10,20,10,4.220000000000001,141.5,208.77613441888366,BG_00429,27.690108401034287,85.3144068569032,New Road,,,
5,7,0,3,11,1,0,10,1,19,39,2,4,2,3.9,126.5,377.99998989553586,BG_00430,27.697381096900028,85.31808468512389,New Road,,,
57,1,0,35,15,11,22,70,9,42,151,24,58,87,4.501149425287356,273.08045977011494,56.31556724611554,BG_00431,27.710451296630026,85.31028390928523,New Road,,,
13,7,2,8,3,2,0,21,7,22,39,4,8,10,3.922222222222222,5.666666666666667,289.18792415721225,BG_00432,27.698576428247907,85.31584341641583,New Road,,,
29,11,0,11,37,16,1,42,12,19,94,29,11,9,4.433333333333334,13.88888888888889,100.38024645907332,BG_00433,27.703098644362843,85.3171808563614,New Road,,,
10,4,0,1,23,2,0,29,3,13,47,8,3,5,4.4,85.8,302.0247524881287,BG_00434,27.69856812391566,85.32042869194521,New Road,,,
39,4,0,14,53,8,1,77,11,18,91,48,8,19,4.322222222222222,54.388888888888886,50.68171504197805,BG_00435,27.703106232847226,85.32129486686803,New Road,,,
26,3,0,12,2,7,1,57,7,10,63,9,39,5,4.1,17.0,92.61424634042176,BG_00436,27.694813846734178,85.30820365346307,New Road,,,
33,7,2,13,12,9,0,38,16,21,104,8,18,19,4.205555555555556,31.61111111111111,322.83933857994805,BG_00437,27.700711763077884,85.31568694841934,New Road,,,
11,4,0,11,8,5,3,11,1,12,13,1,3,3,3.8666666666666667,352.6666666666667,95.36817810334097,BG_00438,27.695089203520716,85.31934434576569,New Road,,,
86,4,3,37,3,13,9,72,23,20,92,13,73,63,4.151666666666667,158.26666666666668,78.69946626513607,BG_00439,27.701644788492082,85.3097506490513,New Road,,,
51,2,1,26,11,7,0,39,1,9,50,25,12,8,4.7375,65.375,163.35825255290314,BG_00440,27.698835726836233,85.29704988350088,New Road,,,
20,7,0,36,11,12,4,42,3,24,38,5,14,3,3.9333333333333336,229.33333333333334,158.63480019863806,BG_00441,27.692984612215618,85.31498217089505,New Road,,,
45,2,0,35,8,7,0,51,3,13,64,21,50,11,4.5600000000000005,35.2,167.0864551827708,BG_00442,27.698355249780768,85.3028446593513,New Road,,,
6,0,0,11,3,6,1,14,3,12,38,21,23,3,4.6000000000000005,98.33333333333333,423.6420829087072,BG_00443,27.706028122206266,85.29926517849715,New Road,,,
49,2,1,24,10,7,0,39,1,7,46,23,10,4,4.85,38.0,198.57363531154678,BG_00444,27.697223587906713,85.29673823885794,New Road,,,
90,1,1,48,3,23,12,72,19,18,115,17,97,60,4.212280701754386,174.9298245614035,55.85122419305795,BG_00445,27.704249172086808,85.30912967125013,New Road,,,
18,2,0,8,4,5,1,52,7,12,57,11,37,4,4.15,115.0,248.11109727418935,BG_00446,27.69281336436145,85.30690792403978,New Road,,,
59,7,2,29,35,18,3,66,15,14,96,33,22,36,4.336111111111111,204.47222222222223,75.90719896074332,BG_00447,27.70656116765586,85.31715354295785,New Road,,,
25,2,0,17,4,7,1,54,8,9,71,12,49,7,4.228571428571429,19.857142857142858,148.1107711008777,BG_00448,27.695773231045276,85.30663394972782,New Road,,,
46,5,3,22,4,9,0,65,14,21,69,9,28,25,4.2125,30.125,162.88999377999724,BG_00449,27.697929628495807,85.31080383571846,New Road,,,
18,0,0,21,4,5,1,23,2,13,49,24,38,10,4.411111111111111,63.666666666666664,129.00847719249313,BG_00450,27.70293177228536,85.30091070614793,New Road,,,
36,1,1,25,11,8,0,37,1,11,63,25,18,7,4.7,74.14285714285714,57.459217637359366,BG_00451,27.701400708627798,85.29853332507537,New Road,,,
39,0,1,29,1,11,12,30,8,17,122,24,80,41,4.157500000000001,190.75,114.32257981197165,BG_00452,27.705871755949563,85.30556692665573,New Road,,,
15,2,0,4,29,5,0,47,4,12,58,23,5,11,4.41,44.0,141.78878081544335,BG_00453,27.699664253510573,85.32199842485899,New Road,,,
20,2,0,10,5,5,1,48,7,9,67,11,36,4,4.175,24.0,289.9789391974975,BG_00454,27.693421909913365,85.30653799419166,New Road,,,
10,0,0,10,2,7,2,14,5,9,43,15,14,2,5.0,1.5,140.2936058734244,BG_00455,27.71081339221422,85.29799168517137,New Road,,,
50,2,2,21,10,7,21,59,9,49,71,11,14,108,4.537383177570093,318.74766355140184,83.06868128019703,BG_00456,27.713981075842103,85.31407847676002,New Road,,,
1,0,0,4,2,1,0,13,0,10,22,17,7,1,4.2,213.0,484.19689537928326,BG_00457,27.704308959708055,85.29542944598386,New Road,,,
6,3,0,1,13,1,0,27,3,9,48,3,2,4,4.3,195.5,376.78412723066714,BG_00458,27.697700511945193,85.32078025495326,New Road,,,
3,0,0,4,3,3,1,30,4,10,51,14,26,4,4.325,179.75,98.08877428929287,BG_00459,27.691259109110646,85.30639120078999,New Road,,,
42,0,0,31,14,11,21,56,9,46,130,28,58,85,4.525882352941176,274.88235294117646,66.3489807117371,BG_00460,27.71068163514182,85.30945459166364,New Road,,,
27,6,2,28,6,12,3,42,8,23,53,4,10,5,4.040000000000001,14.6,166.05238668744767,BG_00461,27.695214249042948,85.31387881022846,New Road,,,
21,6,1,28,9,10,4,44,4,20,51,3,12,3,4.466666666666666,8.666666666666666,72.0034305543718,BG_00462,27.69413768519602,85.31418478850547,New Road,,,
28,0,0,11,4,2,0,17,2,3,20,12,5,4,4.675000000000001,55.0,194.74657785507975,BG_00463,27.69287504484567,85.29662969728366,New Road,,,
76,4,4,31,3,12,8,67,21,21,120,13,58,57,4.203703703703703,118.77777777777777,70.67500889358564,BG_00464,27.700823832312807,85.31018655990542,New Road,,,
30,0,1,26,11,9,10,54,15,51,65,25,27,70,4.548571428571428,332.2857142857143,194.90581245733907,BG_00465,27.713349745774686,85.30662116325986,New Road,,,
21,1,0,12,4,5,1,45,8,10,72,12,43,5,4.220000000000001,24.2,220.868869577916,BG_00466,27.695001588011493,85.30460565107256,New Road,,,
93,1,1,50,3,25,12,72,19,18,115,16,96,59,4.212280701754386,174.9298245614035,66.2526217323369,BG_00467,27.70435533619526,85.30928282943192,New Road,,,
55,6,3,30,38,6,9,87,17,22,70,36,19,59,4.286440677966102,231.52542372881356,125.17706919651134,BG_00468,27.70905731130031,85.31982444130826,New Road,,,
17,0,0,9,1,2,1,15,1,5,40,7,14,5,4.659999999999999,48.2,222.35545324937573,BG_00469,27.690913609591405,85.30121967565789,New Road,,,
24,0,0,29,2,12,11,30,6,16,112,24,72,30,4.113793103448275,200.6551724137931,163.02180897984238,BG_00470,27.70588758197795,85.30458341214376,New Road,,,
0,0,0,2,1,0,0,8,0,7,13,9,3,0,,,595.1248425308986,BG_00471,27.703742550825282,85.29367321523706,New Road,,,
31,2,1,20,5,11,1,56,12,11,63,11,45,8,3.8999999999999995,16.375,121.73578520633902,BG_00472,27.69666125567588,85.30765458690192,New Road,,,
17,0,0,22,7,9,1,43,7,28,94,25,29,19,4.689473684210526,89.10526315789474,293.34744940844655,BG_00473,27.711629611589615,85.30484605944902,New Road,,,
13,0,0,13,3,8,1,25,4,13,46,14,18,3,4.8999999999999995,8.0,280.0514736875694,BG_00474,27.713056234331567,85.29984548403677,New Road,,,
40,1,1,25,12,7,0,41,1,13,52,24,16,7,4.7,74.14285714285714,133.4384898924893,BG_00475,27.700810377932864,85.29793799479489,New Road,,,
26,4,1,30,4,10,3,45,6,20,56,4,11,4,4.4750000000000005,17.5,100.08245968142897,BG_00476,27.69452839465749,85.31312811330876,New Road,,,
29,0,0,22,4,7,10,29,4,18,76,24,78,44,4.254761904761905,184.5,83.43113495071283,BG_00477,27.703079787003325,85.30380670583024,New Road,,,
10,2,0,1,18,2,0,28,3,9,47,8,2,7,4.3999999999999995,118.14285714285714,293.6158997271714,BG_00478,27.698295006374508,85.32180891873247,New Road,,,
44,2,0,23,6,8,1,50,5,8,41,16,45,6,4.633333333333334,29.666666666666668,140.75240367300222,BG_00479,27.69581393989048,85.30257694184276,New Road,,,
82,9,2,51,17,22,7,58,17,18,121,13,73,33,4.265625,226.8125,74.49224841042795,BG_00480,27.705980420675345,85.31230891039162,New Road,,,
30,7,3,26,3,10,1,45,12,21,56,5,10,14,4.038461538461537,22.692307692307693,78.31819637575143,BG_00481,27.697290222345945,85.31360777544232,New Road,,,
0,0,0,3,1,0,0,8,0,6,6,10,3,0,,,513.8267665806201,BG_00482,27.702712882998195,85.29251583495855,New Road,,,
92,3,1,49,5,24,12,70,16,19,158,17,96,56,4.201851851851852,183.59259259259258,106.15171825468188,BG_00483,27.70526546503835,85.31031957919926,New Road,,,
53,3,4,24,10,5,22,70,9,40,74,11,16,91,4.467777777777778,271.4,127.48903918174322,BG_00484,27.712421100824194,85.31540121761945,New Road,,,
16,0,0,10,2,3,1,24,2,5,45,8,25,5,4.56,93.4,274.67345228723565,BG_00485,27.691418058629917,85.30269903465681,New Road,,,
50,3,1,19,56,9,1,87,13,11,93,54,13,25,4.241666666666667,91.16666666666667,145.122926444933,BG_00486,27.705777901998065,85.32062038646787,New Road,,,
13,0,1,17,7,7,0,37,7,29,32,17,20,12,4.666666666666667,272.9166666666667,179.24367634139566,BG_00487,27.714977651083903,85.30380472650454,New Road,,,
53,3,4,21,14,5,13,75,8,26,97,15,14,75,4.437837837837838,306.7432432432432,89.72593972675426,BG_00488,27.711669030967688,85.31619335692368,New Road,,,
0,0,0,0,2,0,1,2,0,5,9,7,3,0,,,721.9002726568378,BG_00489,27.7065877341116,85.29358598423654,New Road,,,
13,0,0,21,3,7,6,20,2,15,58,25,64,17,4.23125,83.1875,263.5022605433802,BG_00490,27.704414698397756,85.30273935201794,New Road,,,
18,1,1,12,7,5,0,19,0,7,35,15,4,5,4.7,101.8,363.6611336905189,BG_00491,27.700180565543274,85.29401750748787,New Road,,,
18,0,0,23,8,10,1,46,7,32,94,29,33,21,4.690476190476191,158.04761904761904,257.0607623584783,BG_00492,27.71180041696627,85.30519833710042,New Road,,,
35,8,0,16,49,10,1,67,9,21,81,45,8,14,4.238461538461539,19.846153846153847,100.71515135276121,BG_00493,27.704129413572208,85.31838434183146,New Road,,,
38,1,1,15,5,3,0,23,1,5,27,14,5,4,4.675000000000001,55.0,206.5483519658212,BG_00494,27.69341731216228,85.29670904000105,New Road,,,
7,0,0,5,2,4,2,7,3,7,33,10,9,3,4.866666666666666,7.333333333333333,273.7558167840081,BG_00495,27.711381889195405,85.29676732072835,New Road,,,
23,0,0,10,3,3,1,22,2,7,40,12,15,4,4.675000000000001,55.0,156.32234259092766,BG_00496,27.6926599563632,85.30015572020493,New Road,,,
64,7,2,35,31,17,6,78,11,18,81,25,31,49,4.383673469387755,212.3265306122449,98.34194867377512,BG_00497,27.708034976434586,85.31553803046835,New Road,,,
28,9,0,9,43,13,1,45,9,18,97,33,8,11,4.470000000000001,14.6,63.57453461123992,BG_00498,27.702915367094466,85.31765333431876,New Road,,,
31,0,0,33,10,11,12,46,7,34,111,28,49,37,4.594594594594596,245.0,94.6924887748643,BG_00499,27.71041398758429,85.30740144560299,New Road,,,
6,0,0,12,4,4,0,19,1,14,45,22,14,4,4.475,128.0,294.84193342911294,BG_00500,27.704086759434695,85.2985898893881,New Road,,,
5,0,0,11,4,8,2,20,3,17,54,19,28,3,4.933333333333334,3.0,287.4047307233651,BG_00501,27.707138087308444,85.29986437084608,New Road,,,
56,2,3,30,4,12,2,63,14,18,85,13,40,36,4.264705882352943,59.5,77.41350321970974,BG_00502,27.698253089573313,85.3091733169051,New Road,,,
27,0,0,32,3,9,11,26,5,15,100,23,75,41,4.161538461538462,201.89743589743588,142.96678386077323,BG_00503,27.70457820783182,85.30434430268832,New Road,,,
25,1,1,13,9,5,0,24,0,6,35,16,6,4,4.85,123.5,310.9469555035194,BG_00504,27.699565813625398,85.29428043487258,New Road,,,
53,1,1,24,13,7,0,41,1,10,55,24,14,7,4.814285714285715,28.142857142857142,146.4274366866795,BG_00505,27.696884988201024,85.29905424023674,New Road,,,
40,4,0,18,59,9,1,84,10,15,94,53,13,22,4.328571428571428,51.714285714285715,75.6511374090351,BG_00506,27.703962513655767,85.32193601025409,New Road,,,
29,1,1,20,8,6,0,29,0,7,46,18,9,6,4.6499999999999995,86.83333333333333,313.3875542062364,BG_00507,27.70084914759381,85.2956003038216,New Road,,,
11,0,0,19,3,6,1,21,3,16,60,23,49,14,4.176923076923076,69.15384615384616,314.3153407653754,BG_00508,27.704485053706502,85.3020781175172,New Road,,,
4,0,0,11,8,2,0,43,0,13,47,17,11,11,4.29090909090909,106.36363636363636,164.30360918201924,BG_00509,27.68895044925576,85.31070743679176,New Road,,,
38,7,3,13,2,5,0,42,14,20,77,7,20,18,4.176470588235294,34.294117647058826,141.22474959662324,BG_00510,27.69984008506801,85.31411579053213,New Road,,,
39,1,1,15,4,4,0,24,1,5,40,14,5,5,4.74,44.8,292.8544384292846,BG_00511,27.694065858366475,85.29572199372258,New Road,,,
28,0,0,37,1,11,6,38,7,18,88,28,72,19,4.636842105263159,221.42105263157896,68.97411659359325,BG_00512,27.708404208884737,85.3057266367512,New Road,,,
60,1,3,32,3,11,3,67,15,18,88,17,54,50,4.164583333333334,79.16666666666667,100.22394931251536,BG_00513,27.69909293279059,85.30826293641496,New Road,,,
41,2,0,32,6,10,0,52,5,14,66,20,49,8,4.612500000000001,8.625,160.93297142796192,BG_00514,27.698030453842673,85.30347536418769,New Road,,,
51,7,3,25,3,14,0,54,18,21,90,7,25,22,4.155,103.6,225.28386865966885,BG_00515,27.701369476128885,85.31411080342691,New Road,,,
37,9,0,16,50,12,1,72,10,17,79,48,10,15,4.178571428571429,51.857142857142854,70.09915801146057,BG_00516,27.7048184958777,85.31845245740789,New Road,,,
0,0,0,0,1,0,1,2,0,5,10,8,3,0,,,739.4326348769918,BG_00517,27.70621667595177,85.29369593365135,New Road,,,
50,2,1,26,11,7,0,38,1,9,49,24,11,7,4.7,74.57142857142857,186.83865610070995,BG_00518,27.698982593094794,85.29681067841756,New Road,,,
15,0,0,22,2,12,7,27,5,14,74,28,55,13,4.338461538461539,256.0769230769231,172.64023009905787,BG_00519,27.707166256178482,85.30382388702394,New Road,,,
24,4,0,5,35,8,1,60,8,16,86,35,7,13,4.3,38.833333333333336,96.21001737994835,BG_00520,27.701226161491263,85.3210105230709,New Road,,,
35,6,0,13,49,8,1,73,11,18,92,45,5,16,4.3,31.666666666666668,110.25216896175739,BG_00521,27.703227948448202,85.31930445006098,New Road,,,
0,0,0,1,1,0,1,5,0,7,14,9,3,0,,,689.989823492834,BG_00522,27.70553328673124,85.29386041736556,New Road,,,
20,8,0,53,11,20,4,59,3,25,59,7,16,6,4.183333333333333,111.33333333333333,206.30289917100635,BG_00523,27.691086346159704,85.31574410426165,New Road,,,
15,0,0,22,1,10,1,28,3,18,80,27,35,7,4.728571428571429,8.285714285714286,62.38801451323917,BG_00524,27.709089206377357,85.30330256687742,New Road,,,
24,0,0,25,4,7,6,28,4,14,56,23,60,33,4.171875,120.375,154.2672928301408,BG_00525,27.702460103762874,85.30288191313899,New Road,,,
48,7,3,16,5,11,0,51,16,21,99,8,24,21,4.23,81.6,272.3666136413789,BG_00526,27.70120267620988,85.31460342272851,New Road,,,
3,0,0,9,8,3,0,16,1,9,31,20,12,4,4.475,128.0,262.596763958289,BG_00527,27.703286075717227,85.29747047637753,New Road,,,
58,11,1,27,36,19,1,70,11,16,137,30,29,17,4.317647058823529,64.58823529411765,155.05986197567466,BG_00528,27.704766263991292,85.31625334602322,New Road,,,
8,5,0,1,18,2,0,27,3,12,52,5,3,5,4.4399999999999995,156.6,359.4259398482002,BG_00529,27.69815705596079,85.32006504835564,New Road,,,
22,0,0,23,9,10,7,46,7,45,93,27,31,37,4.570270270270271,246.0,161.0473635181458,BG_00530,27.71188835528237,85.30616829662536,New Road,,,
30,1,0,27,9,9,1,29,2,13,52,26,39,11,4.470000000000001,57.8,64.19213801318047,BG_00531,27.701772616391345,85.30093223895098,New Road,,,
69,9,2,35,27,20,2,73,15,17,120,25,48,27,4.357692307692307,127.5,176.95747953841686,BG_00532,27.706224453509023,85.31461787243566,New Road,,,
7,0,0,4,3,6,2,7,1,9,36,15,9,1,5.0,1.0,497.2931508960841,BG_00533,27.706914846767983,85.2964479423302,New Road,,,
4,5,0,1,10,0,0,9,3,17,31,3,3,2,4.15,135.0,355.8681428223323,BG_00534,27.697416820166257,85.3187931299147,New Road,,,
31,1,1,22,10,7,0,34,1,10,47,24,15,7,4.7,74.14285714285714,172.26540018255696,BG_00535,27.701741745270212,85.29740595384472,New Road,,,
45,7,3,16,4,10,0,45,15,22,96,7,22,20,4.189473684210527,85.73684210526316,249.29822906903252,BG_00536,27.700919848494298,85.31460049324419,New Road,,,
26,0,1,26,11,9,9,54,15,50,65,24,26,68,4.552941176470588,315.0882352941176,210.99228648344953,BG_00537,27.713474034752267,85.30653568910223,New Road,,,
32,1,0,27,8,9,1,30,3,13,53,27,41,11,4.470000000000001,57.8,88.86335022856078,BG_00538,27.70176465097952,85.30118558466752,New Road,,,
16,8,0,49,12,20,4,46,4,23,49,6,16,3,3.9333333333333336,229.33333333333334,155.6654297830563,BG_00539,27.69199564124598,85.31693353067104,New Road,,,
14,0,0,17,3,5,1,17,2,13,55,23,41,12,4.218181818181818,67.18181818181819,226.28741541125063,BG_00540,27.703797764538518,85.30115419996021,New Road,,,
44,0,1,40,0,13,13,33,9,17,102,24,87,43,4.1780487804878055,186.17073170731706,162.4579143666159,BG_00541,27.706346954873666,85.3064449654194,New Road,,,
25,5,1,29,9,10,3,46,6,22,50,3,12,3,4.466666666666666,8.666666666666666,104.89344558906716,BG_00542,27.694553175930352,85.31414631360667,New Road,,,
7,0,0,12,3,7,2,16,2,17,52,21,20,3,4.933333333333334,3.0,256.7719682054284,BG_00543,27.70812070862671,85.2988922580415,New Road,,,
43,2,1,27,12,7,0,37,0,10,50,24,12,7,4.7,74.14285714285714,170.38662424429907,BG_00544,27.700018376314762,85.29681901102184,New Road,,,
13,7,0,4,21,8,0,30,9,18,76,17,7,6,4.083333333333333,13.5,249.93666960905003,BG_00545,27.700806779898073,85.31739040713569,New Road,,,
17,0,0,21,5,12,1,41,6,24,82,26,35,14,4.692857142857142,55.42857142857143,273.05131927217394,BG_00546,27.710909688670206,85.30392584419603,New Road,,,
31,9,0,14,45,15,1,59,10,21,108,37,12,13,4.3500000000000005,19.583333333333332,90.693381133826,BG_00547,27.703940912710568,85.317716064259,New Road,,,
9,0,0,11,4,8,2,19,3,17,58,20,26,3,4.933333333333334,3.0,266.441694895476,BG_00548,27.707430530363993,85.29966231232045,New Road,,,
21,0,0,9,3,4,1,31,4,6,47,9,26,5,4.659999999999999,48.2,327.3767559803182,BG_00549,27.692507090475978,85.30259224481657,New Road,,,
