bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m,place_id,latitude,longitude,search_area,primary_type,searched_as
56,5,0,63,37,16,2,82,5,21,127,39,39,42,4.3975,122.65,58.565965816153856,ChIJ_WvRtXgZ6zkRWWb7yugCTs0,27.6722017,85.31966010000001,Patan durbar square,bar,bar
19,1,1,36,5,8,2,54,3,17,78,22,22,63,4.3539682539682545,282.26984126984127,29.27351833912191,ChIJuXA2Qu8Z6zkRdWZWLnZStWs,27.677632,85.3113412,Patan durbar square,bar,bar
23,1,2,27,17,6,29,64,5,19,124,27,59,56,4.471428571428571,186.67857142857142,14.593312890898705,ChIJCf01QAAZ6zkR4cmGVxni-wk,27.6765759,85.3214479,Patan durbar square,bakery,bakery
22,1,0,21,5,7,34,19,0,11,87,18,94,55,4.501818181818181,136.6727272727273,10.828446160013376,ChIJpRiAYfcZ6zkRGafCMRyIANg,27.674546,85.3259803,Patan durbar square,bakery,bakery
5,0,0,9,15,8,2,62,3,23,70,17,35,15,4.726666666666666,45.0,225.08800864062286,ChIJMXqtJUwZ6zkR9kA9Ap00UUY,27.6803424,85.32566779999999,Patan durbar square,bakery,bakery
16,4,3,19,10,11,6,33,5,16,63,21,15,12,4.5,238.1818181818182,94.5133676495057,ChIJPY5zLLEZ6zkRmlYTSd5xJxE,27.666097200000003,85.33123789999999,Patan durbar square,bakery,bakery
40,3,2,40,23,8,31,66,5,25,118,35,60,68,4.421212121212122,167.07575757575756,74.04278978019494,ChIJ80yHRQAZ6zkRgARcPl_WjeA,27.6750143,85.3209097,Patan durbar square,bakery,bakery
28,1,3,52,5,11,3,61,4,22,79,23,19,71,4.355714285714286,280.15714285714284,58.160284978535174,ChIJZ5RhXQMZ6zkR1aUoP6ylBLs,27.6777831,85.3123464,Patan durbar square,bakery,bakery
51,4,0,66,33,30,5,66,7,15,99,32,53,35,4.333333333333334,104.75757575757575,175.55148304295275,ChIJ2XnOdNAZ6zkRLIyT5UuiR8Q,27.6689262,85.3237278,Patan durbar square,bakery,bakery
55,7,0,65,36,19,0,85,5,19,106,40,27,36,4.403124999999999,111.71875,20.228102652605283,ChIJL4t-CgAZ6zkRkBS_ooAjedY,27.6715595,85.3187571,Patan durbar square,bakery,bakery
25,1,0,24,4,9,33,24,1,9,103,17,98,55,4.499999999999999,136.45454545454547,14.083024473700313,ChIJU1EiIsIZ6zkRk1oN-iWWGgo,27.6737381,85.32586719999999,Patan durbar square,bakery,bakery
13,4,2,15,12,12,4,35,1,18,77,19,25,8,4.571428571428571,34.57142857142857,142.1402626139718,ChIJEURnbQAZ6zkRSnzayK8Ju2I,27.6697534,85.3329497,Patan durbar square,bakery,bakery
57,6,2,66,34,15,10,86,5,26,122,38,36,52,4.395833333333333,130.41666666666666,85.5467256406479,ChIJyQhYlyEZ6zkRFJ7uJDVEgFE,27.673472,85.3192483,Patan durbar square,bakery,bakery
29,4,0,48,9,20,1,79,3,21,65,30,9,39,4.376315789473685,266.7368421052632,82.7271178370554,ChIJGevwGBgZ6zkRkXkE8unZ-f4,27.6719052,85.313116,Patan durbar square,bakery,bakery
28,6,0,27,31,10,0,70,3,13,69,28,6,20,4.173684210526315,209.05263157894737,22.763568069509514,ChIJe1xe5d4Z6zkRkTVv0pjKcz8,27.6684678,85.3163774,Patan durbar square,cafe,bakery
18,2,2,27,36,3,11,71,8,19,83,16,15,31,4.383870967741935,247.74193548387098,124.61870485024653,ChIJVdJXD8kZ6zkR01xaeHUnHl8,27.679772,85.3204441,Patan durbar square,bakery,bakery
37,6,3,68,9,19,3,79,5,29,94,37,17,55,4.3537037037037045,315.75925925925924,21.475533148922832,ChIJ3a3VyEQZ6zkRWdBe62BxfW0,27.6757893,85.31436459999999,Patan durbar square,cake_shop,bakery
32,5,0,45,18,22,0,48,7,13,47,15,16,3,3.933333333333333,76.33333333333333,131.93162840977575,ChIJ8WGYx_kZ6zkRRUKKILUMgr8,27.6650501,85.32030470000001,Patan durbar square,bakery,bakery
2,2,0,9,4,6,0,33,0,6,46,14,5,11,4.427272727272728,118.63636363636364,195.90166710803712,ChIJW8AWRQAZ6zkR99RdoF-Miuw,27.6668553,85.3135532,Patan durbar square,bakery,bakery
13,3,0,26,38,2,6,93,6,12,75,10,8,15,4.319999999999999,378.6,45.04364459347679,ChIJuXZj2ckZ6zkRzwfTmMh-OgY,27.681844,85.32043379999999,Patan durbar square,bakery,bakery
19,4,3,18,12,13,5,34,4,17,67,22,24,16,4.433333333333334,187.73333333333332,89.8420102306933,ChIJ_cQBm6cZ6zkRbbHHIz5W3ss,27.6673772,85.3310553,Patan durbar square,cake_shop,bakery
51,3,0,54,30,17,35,57,2,12,140,28,91,75,4.437500000000001,135.5,38.914504161291674,ChIJ3Q9VUDAZ6zkR96P91ftRHBI,27.6726121,85.323517,Patan durbar square,bakery,bakery
21,3,2,24,35,3,13,72,9,20,93,19,20,39,4.443589743589744,225.07692307692307,61.23148076232928,ChIJT1lk3f8Z6zkRKwiV-8xFIdw,27.6786669,85.3208274,Patan durbar square,bakery,bakery
22,5,3,22,10,13,8,37,3,15,81,34,35,19,4.484210526315789,65.57894736842105,140.92902619905183,ChIJD97BGAAZ6zkR0KbJ0PRkd9E,27.6687847,85.3297947,Patan durbar square,bakery,bakery
5,0,1,14,6,3,2,46,3,19,66,19,22,54,4.383333333333334,288.0925925925926,35.044080363726536,ChIJF0QB4gAZ6zkRcfpvs7rgJDc,27.6770962,85.30910879999999,Patan durbar square,bakery,bakery
6,0,0,16,9,5,1,37,1,10,47,9,9,16,4.324999999999999,186.0625,42.40737562056887,ChIJIT28BjIY6zkRhalCG04xYus,27.670276200000004,85.3087154,Patan durbar square,bakery,bakery
7,0,0,15,8,4,1,41,2,11,45,11,7,17,4.335294117647059,179.7058823529412,17.079083681019394,ChIJtyRbQ4sZ6zkR68Hz-ud1fKQ,27.6696016,85.30966640000001,Patan durbar square,bakery,bakery
25,1,1,48,5,11,3,61,5,24,83,23,21,62,4.359016393442624,286.4754098360656,52.04744546946863,ChIJDbZUt4UX6zkRL_DnSqoODaY,27.6769263,85.31166449999999,Patan durbar square,bakery,bakery
23,1,1,46,5,13,3,64,4,20,81,24,25,61,4.3533333333333335,287.45,62.97910197284322,ChIJzaP8h9oZ6zkR8D9InKKcNGI,27.676429,85.3113023,Patan durbar square,bakery,bakery
55,4,0,67,40,21,1,78,6,19,114,36,36,33,4.510000000000001,111.46666666666667,18.32430809123094,ChIJz7p6tWIZ6zkR2aWE7UhVmHI,27.670773,85.31988079999999,Patan durbar square,bakery,bakery
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,16.0,410.45870433737997,ChIJiaR0EpAZ6zkRchVS13kVV1M,27.6605226,85.3398902,Patan durbar square,cake_shop,bakery
0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.35,220.5,274.6966343402136,ChIJFemLUHkX6zkR1pIWcXZ7GsY,27.6521306,85.3184261,Patan durbar square,bakery,bakery
17,3,0,54,20,18,7,74,1,22,74,10,15,15,4.226666666666667,101.06666666666666,37.9064240910203,ChIJ9dlW2hwZ6zkR2rBXtWxs6pA,27.6864496,85.3168494,Patan durbar square,bakery,bakery
15,1,0,15,3,6,27,26,2,17,99,19,86,51,4.5058823529411764,141.41176470588235,144.8129774506312,ChIJ2bGx2CkZ6zkRQCfZAZtjc8o,27.6745116,85.32799020000002,Patan durbar square,bakery,bakery
15,0,1,31,6,9,2,63,5,24,64,26,24,56,4.323214285714286,310.125,37.55484480501711,ChIJhwoXewAZ6zkR36U7Yek9xIM,27.6754021,85.3101327,Patan durbar square,bakery,bakery
13,1,0,16,7,7,34,24,1,16,99,18,75,48,4.5125,133.3125,18.31696431011801,ChIJLeFXn4YZ6zkRCU65LP9YhEs,27.6761702,85.32656279999999,Patan durbar square,bakery,bakery
6,2,0,8,1,4,0,8,1,5,10,2,2,4,4.525,36.25,197.26669350263774,ChIJryECJdYZ6zkRRSG-Gf6UENQ,27.659103,85.32058440000002,Patan durbar square,bakery,bakery
9,0,0,12,5,9,14,40,5,24,82,13,68,30,4.6000000000000005,116.53333333333333,223.5542306212519,ChIJOzk5ucYZ6zkR9s5WXEUbzFY,27.6776585,85.3282598,Patan durbar square,bakery,bakery
36,1,1,38,13,22,11,45,5,15,107,29,41,21,4.414999999999999,85.8,42.08967692359434,ChIJDVChD9AZ6zkRuvliC-Qpw4Y,27.667772,85.326932,Patan durbar square,bakery,bakery
42,2,1,50,12,25,10,51,7,13,105,31,45,21,4.3549999999999995,92.75,30.423065422165912,ChIJUwDhmNoZ6zkRo20sLsjkOzk,27.6677409,85.32650679999999,Patan durbar square,bakery,bakery
43,2,1,52,12,25,9,49,7,13,103,33,47,20,4.278947368421052,97.3157894736842,30.423065422165912,ChIJdWCgFQAZ6zkRwK9WwAKWOz4,27.667972,85.3263403,Patan durbar square,bakery,bakery
50,2,1,59,23,29,7,57,6,14,105,31,41,18,4.249999999999999,102.72222222222223,171.46039773768797,ChIJAxC4-9IZ6zkR363k5MBxw-o,27.6675767,85.32466000000001,Patan durbar square,bakery,bakery
15,3,0,23,24,7,0,63,2,10,72,27,7,13,4.408333333333333,159.25,93.62379462460146,ChIJIUXwDqkZ6zkRiAsv3TWoRSM,27.6676333,85.31622879999999,Patan durbar square,bakery,bakery
5,0,0,18,6,3,1,47,1,9,29,12,8,27,4.3999999999999995,151.11111111111111,30.44429394393807,ChIJ5-Gsw0oY6zkR80308R-xdXE,27.6836584,85.3124823,Patan durbar square,cake_shop,bakery
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,51.0,146.93533151778146,ChIJv4ZtPwAX6zkRD-wAXwvTKLc,27.645209,85.3259846,Patan durbar square,bakery,bakery
8,3,0,15,7,7,0,53,0,9,44,13,5,17,4.288235294117648,177.7058823529412,195.90166710803712,ChIJdzxFTAAZ6zkROZ-eowCVSiI,27.6682716,85.31236469999999,Patan durbar square,bakery,bakery
2,1,0,2,0,0,1,5,0,3,9,3,2,3,4.5,60.0,280.5576373801854,ChIJW6L1egAZ6zkRt63-HPm9PJs,27.6597028,85.3239428,Patan durbar square,bakery,bakery
0,0,0,0,0,0,0,9,0,1,7,0,2,1,4.2,26.0,124.37418549794758,ChIJce6VaugZ6zkRJhy_A0g2bvc,27.6744551,85.2995449,Patan durbar square,bakery,bakery
8,3,0,10,1,5,0,10,1,4,11,3,3,4,4.5249999999999995,77.0,145.80993795537145,ChIJYe3FgDMZ6zkRiSZxMxSeNNw,27.659453,85.3167423,Patan durbar square,bakery,bakery
0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.7,397.0,463.6936755212641,ChIJvfTvaHkX6zkRY05vuUAErzQ,27.647974,85.3189697,Patan durbar square,bakery,bakery
26,1,0,28,15,9,34,30,1,8,107,17,94,68,4.504411764705883,119.04411764705883,42.242290002066696,ChIJP73LduUZ6zkRgkZmi0MfMSg,27.6741803,85.3242621,Patan durbar square,coffee_shop,coffee_shop
20,1,0,19,4,6,31,18,0,11,93,17,92,55,4.49090909090909,136.92727272727274,47.893452633739834,ChIJw15StqMZ6zkROjtju5E__pU,27.6744182,85.326526,Patan durbar square,coffee_shop,coffee_shop
40,2,0,40,11,15,32,41,0,9,117,23,96,58,4.437931034482758,136.74137931034483,43.45075296360066,ChIJo3GV-LgZ6zkRH8cdcV9XQe8,27.6718686,85.325828,Patan durbar square,coffee_shop,coffee_shop
5,0,1,23,5,1,2,46,5,20,59,12,17,57,4.3614035087719305,306.9298245614035,54.63606679156525,ChIJy_RwCyAZ6zkRYxeeW20uHSc,27.6795522,85.31018259999999,Patan durbar square,coffee_shop,coffee_shop
56,4,0,67,40,21,3,76,6,19,114,36,45,45,4.366666666666667,143.88095238095238,48.0140724021698,ChIJn13EL2gZ6zkREPd-hyTw-NI,27.6710786,85.32075689999999,Patan durbar square,coffee_shop,coffee_shop
37,5,0,34,37,14,0,83,3,21,83,28,7,28,4.268,173.28,129.0784555801487,ChIJPcWjRsIZ6zkRO6Cx6_VEVOc,27.6696794,85.3163203,Patan durbar square,coffee_shop,coffee_shop
27,1,0,30,15,10,35,29,1,9,115,14,94,71,4.4957142857142856,117.32857142857142,16.37661365769625,ChIJR6Hy4GsZ6zkR4-DVkulXXyM,27.6737662,85.3245264,Patan durbar square,coffee_shop,coffee_shop
45,2,0,40,24,13,36,46,2,10,127,25,97,77,4.462666666666666,122.44,70.21521955888997,ChIJwZhwfQAZ6zkRJYGo_uoPbGs,27.6733029,85.3236912,Patan durbar square,coffee_shop,coffee_shop
37,2,0,39,19,15,35,38,1,11,125,21,98,69,4.479104477611941,126.6268656716418,41.255052470887556,ChIJjUCVUgAZ6zkRoVbYnh_artE,27.6732125,85.324441,Patan durbar square,coffee_shop,coffee_shop
25,2,2,29,14,5,29,64,5,18,124,27,49,54,4.490740740740741,190.33333333333334,9.210284276069155,ChIJm55l-CEZ6zkRo_SHMTlDqlM,27.6766985,85.3211735,Patan durbar square,coffee_shop,coffee_shop
3,0,0,9,5,4,8,22,3,13,75,21,72,25,4.56,99.04,203.59484281952123,ChIJtymiaAAZ6zkRBqjJMWPSxhQ,27.674912100000004,85.33000439999999,Patan durbar square,coffee_shop,coffee_shop
38,2,3,63,8,17,1,95,5,23,113,31,22,55,4.357407407407408,294.48148148148147,51.4567304502393,ChIJu5S3uOoX6zkRVadplWOZTts,27.6766714,85.3161813,Patan durbar square,coffee_shop,coffee_shop
25,1,0,28,10,8,35,26,1,10,109,14,96,68,4.4794117647058815,120.54411764705883,37.46192262242188,ChIJrYN5ZgAZ6zkRIyCASLPr5n4,27.6741719,85.32469019999999,Patan durbar square,coffee_shop,coffee_shop
6,0,0,20,4,1,2,53,6,19,51,11,16,47,4.355319148936172,288.48936170212767,24.30692510924903,ChIJ43YsMQAZ6zkR12MXuX3swVw,27.67909,85.30793400000002,Patan durbar square,coffee_shop,coffee_shop
8,5,0,14,4,7,0,25,1,4,26,10,7,2,4.2,34.0,435.07919113093146,ChIJwTDNZFYZ6zkR5PC8qyJ8kuE,27.6631234,85.3149241,Patan durbar square,coffee_shop,coffee_shop
12,2,0,30,13,7,1,74,1,14,62,17,14,24,4.333333333333333,172.5,87.23067025716422,ChIJg3GDCwAZ6zkRuD9jGo9eXMg,27.6864519,85.3129381,Patan durbar square,cafe,coffee_shop
48,6,0,63,29,18,1,96,3,30,113,39,12,45,4.336585365853658,183.5121951219512,22.923225590680573,ChIJW3JrcQAZ6zkRDwDp95aj-9Y,27.6721362,85.31633800000002,Patan durbar square,coffee_shop,coffee_shop
55,5,0,63,39,16,15,84,4,21,130,39,46,55,4.4096153846153845,132.73076923076923,40.36422694053011,ChIJKzOlUVwZ6zkRFHJ9SRSwcw4,27.6727294,85.3198668,Patan durbar square,coffee_shop,coffee_shop
19,3,0,31,36,4,7,87,5,16,62,9,8,20,4.24,257.1,113.7966983511175,ChIJqYmxS0wZ6zkRQHI1kxyxd5c,27.6826875,85.31893749999999,Patan durbar square,coffee_shop,coffee_shop
53,4,0,67,41,21,1,80,6,20,117,35,33,34,4.3999999999999995,92.38709677419355,18.32430809123094,ChIJmYVRc3gZ6zkR3JQ-EJBiQIc,27.6708237,85.319704,Patan durbar square,,coffee_shop
37,2,0,43,14,17,34,40,1,9,127,21,101,62,4.504918032786885,133.31147540983608,31.567299818904004,ChIJPQLKcgAZ6zkRikDSn6XDP9o,27.6729571,85.3248457,Patan durbar square,coffee_shop,coffee_shop
5,0,1,22,3,1,2,45,5,18,61,14,16,60,4.391666666666667,274.8666666666667,54.63606679156525,ChIJHWe64-cZ6zkRHePB8QIB3Lc,27.6790906,85.3099879,Patan durbar square,coffee_shop,coffee_shop
20,4,0,32,9,14,0,70,2,15,61,17,6,23,4.269565217391304,168.08695652173913,76.05444904025532,ChIJz7hEpzIY6zkRpjnEYVfDTdE,27.6701731,85.3126151,Patan durbar square,coffee_shop,coffee_shop
53,6,0,66,32,20,1,99,5,28,108,40,16,41,4.402702702702702,173.45945945945945,65.7333058959476,ChIJg3ZZj8kZ6zkRmGgRBG7svpo,27.6722144,85.3169985,Patan durbar square,cafe,coffee_shop
17,1,0,19,8,7,34,29,3,15,100,19,84,56,4.473214285714286,153.64285714285714,91.5697473005913,ChIJJdLrmYoZ6zkRH9qIJZkUChI,27.6762708,85.3254572,Patan durbar square,cafe,coffee_shop
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,765.0804355676677,ChIJW5yaSAAX6zkRFMXuIPv8vd8,27.626497300000004,85.31849129999999,Patan durbar square,coffee_shop,coffee_shop
52,4,2,57,35,14,29,75,4,27,126,35,52,64,4.432786885245902,174.7377049180328,52.69559328482311,ChIJfRYn8VQZ6zkRY2x92B8VXwo,27.6740043,85.320212,Patan durbar square,coffee_shop,coffee_shop
18,1,0,22,9,6,34,30,2,12,105,21,89,62,4.485483870967742,127.62903225806451,65.29513367895261,ChIJFyWtIgAZ6zkRJrY12mleY28,27.6754668,85.3252426,Patan durbar square,coffee_shop,coffee_shop
10,0,0,21,9,9,1,64,4,30,75,16,44,10,4.73,25.3,35.881751523467926,ChIJiTJV4IsZ6zkRwo2YC5J-iXw,27.6796424,85.32965589999999,Patan durbar square,coffee_shop,coffee_shop
0,0,0,0,0,0,1,1,0,6,1,1,2,0,,,561.2784389611592,ChIJ23MTPgAX6zkRGsW9qx8VJ-I,27.6579576,85.3312424,Patan durbar square,cafe,coffee_shop
25,6,0,27,29,10,0,70,4,15,69,27,5,20,4.194736842105263,208.78947368421052,22.763568069509514,ChIJ44e2kugZ6zkRp_25BzN5Qf8,27.6685238,85.3161554,Patan durbar square,coffee_shop,coffee_shop
53,5,0,63,36,16,22,83,4,23,118,38,52,58,4.425454545454546,134.2,40.36422694053011,ChIJAXhV0iUZ6zkRXbDudUw2rzM,27.673076,85.3199927,Patan durbar square,tea_house,coffee_shop
0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,732.0449812285251,ChIJazHfXgAX6zkRU5cE0tSJ54Y,27.6509971,85.3305826,Patan durbar square,coffee_shop,coffee_shop
1,0,0,19,6,6,2,13,4,15,61,18,5,66,4.535384615384616,129.6,45.02217760169064,ChIJ57UfS_0b6zkRwPJGXzHaziY,27.7263941,85.3643663,Boudha stupa,restaurant,restaurant
14,1,0,36,10,12,3,27,11,21,79,18,4,88,4.468965517241379,163.02298850574712,32.87293278806988,ChIJU0gFNQAb6zkRAXjQI1ry6u8,27.7188017,85.3604124,Boudha stupa,restaurant,restaurant
16,1,0,41,14,9,4,22,12,18,45,18,1,117,4.432758620689655,221.6551724137931,12.795618444282809,ChIJOdBOG-Ub6zkR-BFLjt9oq2Y,27.7227445,85.363062,Boudha stupa,japanese_restaurant,restaurant
16,1,0,41,14,9,4,22,12,18,45,17,1,119,4.43728813559322,218.135593220339,12.795618444282809,ChIJ-_cHBMUb6zkRmoBlV_TkFdc,27.7226502,85.3631369,Boudha stupa,restaurant,restaurant
16,1,0,38,12,10,4,23,11,16,57,16,3,115,4.448245614035088,186.03508771929825,20.69838572271818,ChIJE2cKWAcb6zkRA8h7AjMqPGM,27.7223807,85.36109809999999,Boudha stupa,chinese_restaurant,restaurant
17,1,0,44,14,8,2,23,10,17,39,14,3,114,4.455263157894737,178.60526315789474,25.766408681480407,ChIJa_dJljIb6zkRLsSIuabEvBQ,27.720641300000004,85.3627297,Boudha stupa,restaurant,restaurant
16,1,0,43,13,9,4,22,11,17,59,14,2,111,4.453636363636363,153.3,4.003666550439941,ChIJc2EwTtob6zkRILYsUxquEro,27.720891,85.36202759999999,Boudha stupa,cafe,restaurant
1,0,0,19,6,5,2,13,4,16,62,18,5,67,4.528787878787878,201.53030303030303,10.670721815736725,ChIJyfSip5gb6zkR45kMAVMV2Sw,27.7262068,85.36477149999999,Boudha stupa,restaurant,restaurant
16,1,0,43,14,9,4,21,12,17,40,16,1,119,4.45,224.71186440677965,7.047187745782468,ChIJl2GdQI8b6zkRxZI4R3zjvM8,27.722678,85.36267339999999,Boudha stupa,restaurant,restaurant
16,1,0,42,12,9,4,21,11,17,59,13,2,111,4.455454545454545,183.0909090909091,4.063552121267412,ChIJC7OwytEb6zkRg-BTYHELScU,27.7208918,85.36198639999999,Boudha stupa,coffee_shop,restaurant
17,1,0,44,14,8,2,23,10,20,47,16,2,116,4.464655172413793,171.17241379310346,25.766408681480407,ChIJ_--L9tob6zkRHxp6kdi8A_Q,27.7204519,85.3628813,Boudha stupa,restaurant,restaurant
1,1,0,8,2,6,0,22,1,20,66,12,4,9,4.625,38.125,145.11907003773018,ChIJHwtKj74b6zkR9Q3iFgD-h7I,27.7149492,85.36339129999999,Boudha stupa,restaurant,restaurant
8,2,0,31,13,10,5,25,9,14,56,17,5,93,4.441304347826087,194.2391304347826,93.80767955337593,ChIJT1GXxngb6zkRzYoGwaEjym0,27.7231663,85.3591545,Boudha stupa,restaurant,restaurant
15,1,0,35,12,10,3,20,12,16,67,16,2,102,4.451485148514851,161.20792079207922,2.126703888912489,ChIJ-W78Odob6zkRYdPy6BQewYo,27.7204356,85.3604942,Boudha stupa,asian_fusion_restaurant,restaurant
16,1,0,43,14,9,4,22,10,13,47,13,2,117,4.452136752136752,176.74358974358975,13.980889333030925,ChIJ-6r10FAZ6zkR8ttew4FpXIc,27.7213814,85.3628681,Boudha stupa,chinese_restaurant,restaurant
10,0,0,31,11,7,4,16,7,17,64,17,5,102,4.499009900990099,199.75247524752476,40.043170247585195,ChIJC15rGocb6zkRGLG30c-OhHQ,27.7247052,85.36443039999999,Boudha stupa,restaurant,restaurant
15,1,0,36,12,10,3,20,11,16,62,17,2,107,4.459433962264151,172.02830188679246,16.828705233809323,ChIJLQJn_tob6zkRU85TexyFc6I,27.720511100000003,85.3607865,Boudha stupa,restaurant,restaurant
14,1,0,35,10,10,3,19,12,15,68,16,2,100,4.434343434343435,167.62626262626262,21.804490311617894,ChIJ9yugc6EZ6zkRnK8J2GsXDPs,27.7203855,85.3602106,Boudha stupa,bar_and_grill,restaurant
16,1,0,38,12,10,2,23,11,19,63,17,2,105,4.460576923076923,160.56730769230768,25.78611159717833,ChIJu_-pi-ob6zkR7yewLGrAn9Y,27.7201619,85.36130159999999,Boudha stupa,restaurant,restaurant
18,1,0,40,12,8,2,23,10,16,70,18,3,100,4.431000000000001,172.25,11.54451767613029,ChIJG9E_Y3sb6zkRphSyyughzOU,27.7204282,85.364879,Boudha stupa,restaurant,restaurant
13,1,0,38,12,8,4,20,9,16,59,16,4,102,4.471287128712872,204.1089108910891,0.9791250437598442,ChIJnx0AtNcb6zkR8E0suwRlfiQ,27.724463,85.364129,Boudha stupa,restaurant,restaurant
17,1,0,45,14,10,2,25,11,18,61,17,3,112,4.467567567567567,171.75675675675674,29.219252903366655,ChIJC3DP6dob6zkRKDvkAwmkO8A,27.7204527,85.36252259999999,Boudha stupa,tibetan_restaurant,restaurant
0,0,0,8,2,3,1,5,0,8,32,10,4,14,4.714285714285715,25.714285714285715,212.33701749493162,ChIJczbMnKwb6zkRXOL_s8tPeyA,27.728830700000003,85.3725324,Boudha stupa,family_restaurant,restaurant
16,1,0,38,13,9,4,21,11,15,58,12,2,111,4.465454545454546,182.86363636363637,12.063159265158248,ChIJA58afUsb6zkRcthdp-lU4p4,27.72107,85.36146699999999,Boudha stupa,restaurant,restaurant
16,1,0,44,14,9,4,23,11,17,57,16,3,111,4.457272727272727,181.4181818181818,21.41930451072388,ChIJ_XYlUdob6zkRCKW77n7eH1s,27.7209084,85.3623082,Boudha stupa,spanish_restaurant,restaurant
1,0,0,15,3,4,1,7,2,12,41,13,5,33,4.634375,238.21875,32.72689242783853,ChIJtfILMAAb6zkRo6dap-sggRc,27.726754,85.3685096,Boudha stupa,restaurant,restaurant
11,2,0,36,8,10,3,22,10,19,69,14,3,87,4.443023255813953,175.86046511627907,11.798375064757304,ChIJl2GAYwAb6zkR5xs90vU_aLI,27.7201834,85.3590176,Boudha stupa,restaurant,restaurant
1,0,0,17,4,4,1,9,2,13,42,15,4,39,4.6157894736842096,231.78947368421052,6.99955130376891,ChIJBz-qHkUb6zkR3y9_hgeGNPo,27.7265363,85.36815759999999,Boudha stupa,restaurant,restaurant
15,1,0,35,12,10,3,20,12,16,68,16,2,101,4.448,165.16,2.126703888912489,ChIJv_2Zit4b6zkRfdyCmfucIzk,27.7204274,85.3604747,Boudha stupa,restaurant,restaurant
5,0,0,23,8,5,3,14,5,17,67,17,4,86,4.522352941176471,169.81176470588235,11.143321842821157,ChIJN0Hxb9kb6zkRlw-yiI7-2Z0,27.7250647,85.3650031,Boudha stupa,chinese_restaurant,restaurant
2,2,0,18,8,3,2,15,5,15,60,17,5,74,4.502739726027398,197.41095890410958,9.67527918137527,ChIJe4GSWwAb6zkR8zSZh3TSAeI,27.7261547,85.36325959999999,Boudha stupa,family_restaurant,restaurant
16,1,0,40,14,8,4,23,12,16,46,17,4,118,4.447008547008546,219.60683760683762,48.70301454626048,ChIJN4a731ob6zkRPTRcUVvvEEc,27.7235634,85.3634695,Boudha stupa,restaurant,restaurant
16,1,0,37,14,10,3,22,11,17,61,16,2,107,4.463207547169811,172.9811320754717,1.9475616346086093,ChIJgVG3qc4b6zkRAilX-bfdGP0,27.7205419,85.3611974,Boudha stupa,restaurant,restaurant
14,2,0,37,12,10,4,26,11,13,62,18,4,107,4.439622641509434,196.66037735849056,18.1306353808871,ChIJ70JYVTMb6zkRYgxVY3-Pjik,27.7231655,85.3605108,Boudha stupa,chinese_restaurant,restaurant
0,0,0,9,1,3,1,6,1,11,35,12,6,20,4.721052631578948,30.736842105263158,39.00558350510719,ChIJ5X6J9ecb6zkR_iDgKmPP64k,27.7280474,85.3698132,Boudha stupa,restaurant,restaurant
16,1,0,41,13,10,4,21,11,16,58,15,3,118,4.452991452991453,182.10256410256412,1.3910209838287677,ChIJaxc5aAkb6zkRhvBcnzeqSG0,27.7223498,85.36196269999999,Boudha stupa,restaurant,restaurant
16,1,0,39,12,11,4,23,11,16,57,16,3,116,4.451304347826087,184.44347826086957,19.724221411295275,ChIJ26Mtuv4b6zkRm5dy3p_rRMQ,27.7224494,85.3609029,Boudha stupa,restaurant,restaurant
16,1,0,39,12,9,4,22,12,18,60,20,2,117,4.457758620689656,220.45689655172413,71.60607935958208,ChIJ1RGo3oIb6zkRTJZ12EcXtHk,27.7231669,85.36193659999999,Boudha stupa,tibetan_restaurant,restaurant
16,1,0,41,13,9,4,21,11,15,58,12,2,111,4.460909090909091,180.24545454545455,12.063159265158248,ChIJ3dhhSdob6zkR11gHh3i-g_A,27.72104,85.3615846,Boudha stupa,restaurant,restaurant
16,1,0,43,14,10,2,25,11,19,67,17,3,104,4.44368932038835,161.72815533980582,60.63990313786863,ChIJiVzarF8Z6zkREUvLLDifIyE,27.719840500000004,85.36214749999999,Boudha stupa,tea_house,restaurant
1,0,0,18,6,5,2,11,5,15,60,16,3,67,4.484848484848484,215.6060606060606,12.259553344711316,ChIJsxbdcFYb6zkR0u0DUYwg9vE,27.726295500000003,85.3636286,Boudha stupa,restaurant,restaurant
14,2,0,38,12,8,4,25,12,15,63,20,3,110,4.454128440366972,237.26605504587155,21.354453881130446,ChIJ9XzLN_4b6zkRpsUaa9gDjzo,27.7236145,85.3613755,Boudha stupa,restaurant,restaurant
11,1,0,35,9,11,3,27,10,22,80,18,6,74,4.46986301369863,187.5205479452055,13.327461947191223,ChIJ52qaKgAb6zkR0KGA6IUjXK4,27.7184552,85.3601525,Boudha stupa,restaurant,restaurant
