bank_count_500m,bus_stop_count_500m,cinema_count_500m,clinic_count_500m,college_count_500m,hospital_count_500m,museum_count_500m,office_count_500m,parking_space_count_500m,recreation_count_500m,retail_count_500m,school_count_500m,temple_count_500m,competitor_count_500m,avg_restaurant_rating_500m,avg_review_ratings_500m,nearest_restaurant_m,place_id,latitude,longitude,search_area,primary_type,searched_as,label
13,3,0,22,1,8,0,24,0,12,57,7,10,11,4.463636363636363,17.181818181818183,51.71731816039471,BG_00664,27.67284853238644,85.35535071833728,Koteshwor,,,0
10,1,0,27,7,12,0,28,2,10,65,17,11,15,4.628571428571429,92.14285714285714,244.629223019554,BG_00665,27.673684165023435,85.34833201872728,Koteshwor,,,0
6,2,0,7,2,3,0,10,0,9,46,8,2,3,4.233333333333333,9.333333333333334,337.7363595572054,BG_00666,27.67738496983101,85.35636793664634,Koteshwor,,,0
17,0,0,14,8,6,0,20,1,3,69,10,5,8,4.3,3.8333333333333335,389.3804955777912,BG_00667,27.68168477733547,85.35286954840979,Koteshwor,,,0
24,1,0,49,21,19,0,62,6,23,79,34,14,23,4.365,50.35,165.9204309782254,BG_00668,27.679450630026835,85.34493597885604,Koteshwor,,,0
11,2,0,39,18,10,0,70,5,17,83,24,17,17,4.48125,63.125,70.34574950502993,BG_00669,27.678019673969395,85.34287569856568,Koteshwor,,,0
9,3,0,34,9,13,1,53,4,18,69,21,15,10,4.377777777777778,78.55555555555556,201.3295593138783,BG_00670,27.696385714767853,85.34820039228391,Koteshwor,,,0
6,3,0,18,4,12,2,35,4,9,45,13,6,6,4.220000000000001,69.8,318.1469888378177,BG_00671,27.692824102742755,85.35175241903657,Koteshwor,,,0
0,2,0,4,0,1,0,7,1,1,33,5,4,3,4.5,48.333333333333336,384.04439918203474,BG_00672,27.68770017047351,85.35549607881592,Koteshwor,,,0
28,1,0,45,18,17,0,53,3,17,71,27,8,16,4.415384615384616,28.384615384615383,176.66437333876365,BG_00673,27.679591849557408,85.34738835738821,Koteshwor,,,0
13,3,0,27,0,7,0,22,2,9,66,9,3,13,4.508333333333334,29.166666666666668,66.43877783445694,BG_00674,27.67562537594284,85.35182333250661,Koteshwor,,,0
7,2,0,22,0,9,0,17,0,11,60,6,6,11,4.681818181818182,83.54545454545455,172.92959070010366,BG_00675,27.671144814240154,85.3511275537839,Koteshwor,,,0
4,3,0,18,5,10,2,30,3,7,21,8,4,6,4.5200000000000005,63.0,117.11588959787396,BG_00676,27.69480418966029,85.35353607773656,Koteshwor,,,0
45,7,2,47,43,14,0,63,11,15,82,23,10,46,4.234782608695651,243.7826086956522,93.03103595576484,BG_00677,27.68665860732375,85.33689871150303,Koteshwor,,,0
36,1,0,46,22,16,0,90,6,26,91,32,18,24,4.327272727272727,86.5909090909091,134.42300333933105,BG_00678,27.68196582640252,85.3451752743154,Koteshwor,,,0
7,1,0,12,2,4,0,11,1,9,42,10,7,2,4.2,4.0,137.18679480100224,BG_00679,27.67831258854604,85.36043922925556,Koteshwor,,,0
8,1,0,12,3,4,0,10,1,7,43,9,7,4,4.275,11.0,85.02344454822368,BG_00680,27.6740708889986,85.36065807812626,Koteshwor,,,0
1,1,0,7,2,3,0,10,1,9,53,11,4,2,4.2,4.0,354.47247529267173,BG_00681,27.67910875010344,85.35839668379374,Koteshwor,,,0
19,1,0,20,9,10,0,28,4,5,66,13,5,10,4.199999999999999,4.75,290.5944821442109,BG_00682,27.68088535104195,85.35205890106398,Koteshwor,,,0
2,0,0,4,1,1,0,5,1,6,18,4,5,2,4.2,4.0,370.863287974502,BG_00683,27.68062834848702,85.36429314407297,Koteshwor,,,0
41,6,2,46,41,13,1,62,12,15,80,24,11,38,4.239473684210526,292.7631578947368,79.27376554415636,BG_00684,27.68589966049923,85.33599951673234,Koteshwor,,,0
3,3,0,7,1,3,0,14,2,3,50,8,5,5,4.840000000000001,11.8,204.9766264903669,BG_00685,27.686329178075937,85.36045919963306,Koteshwor,,,0
27,2,0,42,26,12,1,72,4,21,129,28,11,33,4.346875,197.90625,142.3505141437,BG_00686,27.687227492124222,85.34454139772117,Koteshwor,,,0
10,3,0,32,6,14,1,56,4,16,71,21,13,9,4.375,76.875,206.1908664676353,BG_00687,27.69556097638275,85.34915132163914,Koteshwor,,,0
2,1,0,4,3,6,1,22,1,4,13,6,6,2,4.0,121.0,365.8524484617242,BG_00688,27.69176555019936,85.35505046214884,Koteshwor,,,0
11,1,0,8,8,6,0,22,1,5,60,5,5,9,4.285714285714286,3.571428571428572,352.6552403025603,BG_00689,27.682639845521567,85.35268941418191,Koteshwor,,,0
4,1,0,16,4,8,2,23,3,5,18,7,3,6,4.34,78.2,170.7023313242814,BG_00690,27.69391562430079,85.35406752170935,Koteshwor,,,0
2,0,0,4,1,1,0,6,1,6,21,4,6,2,4.2,4.0,341.602319959394,BG_00691,27.68016842303289,85.36439369970388,Koteshwor,,,0
7,1,0,22,0,8,0,17,0,11,60,6,6,10,4.73,91.4,184.0694787066645,BG_00692,27.67104426911992,85.35112689342759,Koteshwor,,,0
23,3,0,43,21,15,0,62,7,18,74,28,12,17,4.4,55.66666666666666,91.47641841954882,BG_00693,27.677751517714004,85.34501701416994,Koteshwor,,,0
26,1,0,39,14,14,0,51,5,15,74,26,6,14,4.441666666666667,22.666666666666668,54.920148028824414,BG_00694,27.68051715124451,85.348468029598,Koteshwor,,,0
5,1,0,31,23,9,0,60,1,13,60,37,14,12,4.372727272727273,55.27272727272727,164.02751557050084,BG_00695,27.694687063714444,85.34260439232112,Koteshwor,,,0
10,3,0,11,12,3,0,31,1,10,36,13,10,9,4.555555555555555,46.888888888888886,174.49129962728446,BG_00696,27.672798489229837,85.34124076799478,Koteshwor,,,0
3,1,0,9,4,7,1,22,3,4,17,7,4,4,3.9,99.33333333333331,325.12359842150744,BG_00697,27.69248675784929,85.35416123455008,Koteshwor,,,0
2,0,0,10,3,1,0,9,1,8,36,9,6,2,4.2,4.0,142.51309575906694,BG_00698,27.679325182765226,85.36132648746164,Koteshwor,,,0
13,1,0,24,15,10,1,62,2,10,108,25,13,15,4.292307692307693,47.30769230769231,58.922056730023655,BG_00699,27.692013766310232,85.34656213606944,Koteshwor,,,0
6,0,0,18,5,5,1,45,2,11,66,20,7,11,4.08,62.2,242.9336266715889,BG_00700,27.692091346723743,85.34954719472059,Koteshwor,,,0
28,1,0,46,18,17,0,60,4,17,74,27,9,16,4.415384615384616,28.384615384615383,163.69991516485487,BG_00701,27.679795021693383,85.34743001748922,Koteshwor,,,0
22,3,0,41,20,15,1,64,6,23,102,22,12,29,4.462068965517242,189.17241379310343,143.45967146563507,BG_00702,27.68521362864111,85.3429756579713,Koteshwor,,,0
9,3,0,12,12,2,0,40,2,14,39,14,13,10,4.6,42.8,206.04393857215837,BG_00703,27.67406356869937,85.34077464290803,Koteshwor,,,0
1,1,0,5,3,0,0,22,0,5,25,9,3,7,4.057142857142857,167.14285714285714,265.3010008299242,BG_00704,27.68772279461292,85.3530615811824,Koteshwor,,,0
22,1,0,44,19,17,0,53,4,16,62,26,9,17,4.45,43.42857142857143,86.08688956426028,BG_00705,27.677578653194335,85.34673169780554,Koteshwor,,,0
10,3,0,28,8,8,1,44,2,13,74,23,11,10,4.4375,35.125,169.39224662491523,BG_00706,27.69325455709384,85.34839595790832,Koteshwor,,,0
13,1,0,17,12,8,1,50,2,10,78,21,6,17,4.1875,105.3125,137.61146100936213,BG_00707,27.689531728117167,85.34889806047143,Koteshwor,,,0
1,0,0,4,3,0,0,22,0,3,23,9,3,5,3.92,85.6,244.8988335107124,BG_00708,27.68802511913419,85.35315024628255,Koteshwor,,,0
12,2,0,29,21,11,1,67,1,9,119,33,18,13,4.472727272727273,43.81818181818182,147.88487284920612,BG_00709,27.692091162941104,85.34422014442089,Koteshwor,,,0
29,6,1,38,37,16,0,51,10,20,75,23,13,40,4.2700000000000005,242.575,136.95814739316842,BG_00710,27.68623335297615,85.33841719065758,Koteshwor,,,0
3,3,0,13,2,8,2,18,2,2,7,4,2,5,4.5,64.5,60.846925590680335,BG_00711,27.695425923585503,85.35513013594904,Koteshwor,,,0
3,0,0,4,8,1,0,24,0,5,22,12,3,8,4.025,164.625,164.37236105769696,BG_00712,27.688280782619653,85.3519968872602,Koteshwor,,,0
12,1,0,25,10,6,0,67,3,30,87,17,25,10,4.28,109.4,119.8794486149853,BG_00713,27.67980816777593,85.33601546922061,Koteshwor,,,0
2,2,0,4,0,3,0,4,0,3,16,3,3,4,4.825,16.0,323.8876510224012,BG_00714,27.69275989887732,85.35982316458683,Koteshwor,,,0
1,2,0,14,11,6,0,32,1,5,44,14,10,9,4.612500000000001,121.5,152.89236856971928,BG_00715,27.67184032899093,85.34498647998484,Koteshwor,,,0
2,0,0,6,3,1,0,8,1,8,25,7,6,2,4.2,4.0,186.41270196017803,BG_00716,27.679754699337927,85.36139505104015,Koteshwor,,,0
41,7,1,58,54,20,0,63,9,20,86,28,12,44,4.33953488372093,210.04651162790697,116.61441920865596,BG_00717,27.68793356388021,85.33919876252851,Koteshwor,,,0
6,1,0,13,3,4,0,13,1,9,46,11,9,4,4.275,11.0,204.2171780326926,BG_00718,27.677147269079494,85.35997859742609,Koteshwor,,,0
3,2,0,6,0,3,0,14,1,4,37,8,3,7,4.771428571428572,24.428571428571427,79.66872253591028,BG_00719,27.689967044779063,85.36020263323573,Koteshwor,,,0
9,0,0,10,10,6,0,36,2,8,60,9,4,10,4.311111111111112,191.0,295.30077149990615,BG_00720,27.68381577409853,85.35187447429836,Koteshwor,,,0
0,0,0,7,2,3,0,10,0,3,27,11,6,5,4.779999999999999,191.0,210.18979001700316,BG_00721,27.67026279604691,85.34753320598405,Koteshwor,,,0
10,2,0,21,3,5,0,19,0,11,52,7,7,4,4.45,17.25,195.95879989551176,BG_00722,27.67344011357904,85.35756841814988,Koteshwor,,,0
3,2,0,6,1,2,0,12,1,3,56,6,4,5,4.840000000000001,11.8,229.8849549127605,BG_00723,27.68633948249048,85.35870733695148,Koteshwor,,,0
23,1,0,29,13,10,0,39,5,13,69,18,5,12,4.239999999999999,94.1,156.1064779356103,BG_00724,27.68184775208281,85.3503071908263,Koteshwor,,,0
16,3,0,38,26,12,1,65,3,18,111,25,16,26,4.395833333333333,187.29166666666663,158.1259225948182,BG_00725,27.690004566972444,85.34214760986197,Koteshwor,,,0
14,1,0,24,17,10,1,61,2,10,108,22,13,10,4.4125000000000005,28.125,79.27830678143273,BG_00726,27.692391129771973,85.34630130049585,Koteshwor,,,0
2,1,0,3,3,6,1,20,1,5,15,8,6,2,4.0,121.0,297.60505770650565,BG_00727,27.69130725038325,85.3545553677936,Koteshwor,,,0
0,1,0,3,1,0,0,8,1,5,41,8,3,1,5.0,1.0,308.2342235778472,BG_00728,27.68323778409296,85.3588626731154,Koteshwor,,,0
1,2,0,4,0,1,0,6,1,1,47,5,4,2,4.9,6.0,221.67363783487707,BG_00729,27.686047943144487,85.35696063022695,Koteshwor,,,0
14,3,0,23,1,6,0,24,0,12,59,8,8,9,4.366666666666666,15.0,161.13321623181525,BG_00730,27.674688201928628,85.35526802099304,Koteshwor,,,0
11,3,0,39,18,13,0,61,5,15,62,25,13,16,4.54,62.6,139.45212489475756,BG_00731,27.676886526985527,85.34413590180068,Koteshwor,,,0
2,0,0,10,1,6,0,11,0,4,28,10,5,7,4.614285714285714,129.28571428571428,300.1828904676796,BG_00732,27.670040942949164,85.34879789301915,Koteshwor,,,0
4,2,0,8,0,4,0,10,0,8,45,7,0,4,4.425,7.25,260.8203186959306,BG_00733,27.677449885846748,85.35550354640775,Koteshwor,,,0
1,0,0,3,4,1,1,19,0,4,17,8,4,4,3.9,97.0,127.42692877163962,BG_00734,27.69008267616626,85.35323070679473,Koteshwor,,,0
1,1,0,4,2,0,0,13,2,4,29,6,5,1,4.4,7.0,433.7472029759583,BG_00735,27.68351476357363,85.36120690068613,Koteshwor,,,0
6,2,0,22,11,9,0,66,4,19,78,16,17,17,4.4375,72.0625,151.84158719899054,BG_00736,27.677675436000168,85.34133374535773,Koteshwor,,,0
14,2,0,31,28,8,0,73,0,12,129,32,17,27,4.356,37.36,56.30989548319444,BG_00737,27.69187037698729,85.34246168173556,Koteshwor,,,0
2,2,0,4,0,3,0,4,0,3,17,3,3,6,4.616666666666667,55.16666666666666,265.2029061413686,BG_00738,27.69271308924827,85.36042083063346,Koteshwor,,,0
1,0,0,3,4,1,1,22,0,4,18,9,4,4,3.9,97.0,111.23302694509526,BG_00739,27.690022587220103,85.35307179885979,Koteshwor,,,0
12,1,0,31,21,11,0,65,1,13,112,36,18,17,4.426666666666667,50.266666666666666,98.99607090559488,BG_00740,27.693068261903985,85.34363337560414,Koteshwor,,,0
8,1,0,10,6,4,0,35,2,7,57,6,4,8,4.3125,213.75,342.88813946081245,BG_00741,27.68427073692797,85.3521618735978,Koteshwor,,,0
1,2,0,6,0,1,0,6,1,2,49,5,4,2,4.9,6.0,217.70321502383476,BG_00742,27.68584367042024,85.35725974562652,Koteshwor,,,0
5,1,0,10,2,3,0,9,1,10,55,10,4,2,4.2,4.0,285.987540881161,BG_00743,27.678795407592457,85.35901565629261,Koteshwor,,,0
22,1,0,23,17,8,1,58,2,11,76,23,6,19,4.294736842105263,133.78947368421052,83.28919849373622,BG_00744,27.68552178070769,85.34894859681003,Koteshwor,,,0
1,0,0,3,1,1,0,10,2,5,14,6,6,1,3.4,5.0,462.3409704680786,BG_00745,27.68228570577492,85.36189350584766,Koteshwor,,,0
2,0,0,4,1,1,0,5,1,6,23,5,5,2,4.2,4.0,322.65601600910304,BG_00746,27.68099977387485,85.3622474831282,Koteshwor,,,0
2,2,0,5,0,5,1,11,0,3,20,2,4,4,4.65,35.25,435.2178296563815,BG_00747,27.692559490284545,85.3580741650216,Koteshwor,,,0
9,1,0,32,7,13,0,33,2,9,66,19,10,17,4.612500000000001,80.75,223.0371561383984,BG_00748,27.673808135937865,85.34775382784491,Koteshwor,,,0
7,2,0,21,9,10,0,54,4,16,68,17,15,12,4.391666666666667,86.16666666666667,201.40259653357805,BG_00749,27.67699018148388,85.34056951825482,Koteshwor,,,0
15,4,0,39,14,14,0,45,4,12,79,26,9,17,4.6625,87.5625,107.715629577477,BG_00750,27.675355291724586,85.34663300538784,Koteshwor,,,0
8,1,0,7,4,2,0,32,1,6,51,3,4,7,4.4,243.8571428571429,347.01375742062964,BG_00751,27.684922540212884,85.35251778980167,Koteshwor,,,0
2,0,0,5,8,1,0,30,1,6,27,13,5,10,4.0,222.1,150.6848315280308,BG_00752,27.68731603025083,85.35175047212678,Koteshwor,,,0
3,2,0,7,1,3,0,15,2,4,40,9,4,7,4.714285714285715,25.285714285714285,93.04890882518264,BG_00753,27.68853317386635,85.36083084649833,Koteshwor,,,0
7,3,0,10,11,4,0,50,1,18,47,10,9,5,4.4,140.2,279.4708517783061,BG_00754,27.674966470794597,85.33808623182883,Koteshwor,,,0
13,0,0,9,10,6,0,32,2,8,65,9,5,11,4.177777777777778,185.33333333333331,279.2784624738116,BG_00755,27.683209485639367,85.35190684931108,Koteshwor,,,0
7,2,0,22,13,10,0,44,1,7,54,21,11,13,4.666666666666667,115.41666666666669,105.71490804351568,BG_00756,27.674348950776476,85.3447890941095,Koteshwor,,,0
1,0,0,2,2,1,0,4,1,3,11,4,5,0,,,503.1074884197382,BG_00757,27.68230303712714,85.36377879018502,Koteshwor,,,0
6,2,0,24,13,9,0,41,1,7,53,24,11,13,4.666666666666667,115.41666666666669,109.3294650946064,BG_00758,27.67428190502909,85.34522861492634,Koteshwor,,,0
3,3,0,8,1,3,0,15,2,4,48,10,6,10,4.74,20.7,147.54972288688606,BG_00759,27.68612981823393,85.36155266333111,Koteshwor,,,0
9,1,0,16,3,4,0,16,1,10,57,11,7,5,4.26,9.8,186.4229719178388,BG_00760,27.67505084856072,85.35863794059811,Koteshwor,,,0
27,2,1,40,28,10,1,72,1,14,99,39,16,27,4.273076923076923,129.5,115.94104749770176,BG_00761,27.692645877311485,85.34055940401086,Koteshwor,,,0
0,1,0,2,1,0,0,0,0,3,44,3,1,1,5.0,1.0,103.23708823213248,BG_00762,27.683522986568093,85.35531336253689,Koteshwor,,,0
20,1,0,32,21,8,1,92,3,23,109,22,16,20,4.359999999999999,90.45,164.6131424594909,BG_00763,27.682563168803288,85.33539078282047,Koteshwor,,,0
16,0,0,12,8,6,0,28,1,7,73,9,5,9,4.285714285714286,3.571428571428572,312.8631752658405,BG_00764,27.68251527272932,85.3522756811927,Koteshwor,,,0
10,3,0,32,6,15,1,56,5,14,70,18,14,10,4.444444444444445,77.88888888888889,192.9429859238743,BG_00765,27.695687018335704,85.34917377691092,Koteshwor,,,0
25,1,0,40,26,13,0,71,3,25,74,33,11,22,4.4,121.0,148.8990264086116,BG_00766,27.68347968221613,85.34579078653914,Koteshwor,,,0
2,0,0,4,3,1,0,22,0,3,19,9,3,5,3.92,85.6,177.54593581459665,BG_00767,27.688666545888665,85.3530117220329,Koteshwor,,,0
17,0,0,16,14,7,0,43,2,9,55,19,5,11,4.0888888888888895,191.11111111111111,198.65308219794375,BG_00768,27.683640097794445,85.35088269892945,Koteshwor,,,0
3,3,0,7,0,3,0,13,1,3,47,8,4,5,4.840000000000001,11.8,104.77845435589482,BG_00769,27.687813827340847,85.35880890370676,Koteshwor,,,0
23,3,0,46,9,16,0,36,4,13,85,20,8,20,4.4944444444444445,67.22222222222223,221.0046127961548,BG_00770,27.67556943780553,85.34885091595598,Koteshwor,,,0
3,2,0,9,3,1,0,6,1,4,52,7,0,5,4.0,6.75,322.76084927208365,BG_00771,27.679220534717164,85.35413208326054,Koteshwor,,,0
2,1,0,4,0,1,1,6,0,3,26,5,5,3,4.5,50.66666666666666,428.0435779450482,BG_00772,27.69052893287588,85.3562384602948,Koteshwor,,,0
9,0,0,17,10,8,1,62,2,11,97,23,12,15,4.192857142857143,56.85714285714285,83.52487307380582,BG_00773,27.691641117283325,85.34757461898234,Koteshwor,,,0
4,3,0,16,3,8,2,23,3,5,17,5,3,5,4.5,64.5,96.89119880188235,BG_00774,27.694542963153403,85.3543431207741,Koteshwor,,,0
1,1,0,3,2,2,0,13,2,4,19,4,2,11,4.718181818181818,32.54545454545455,219.6204890208577,BG_00775,27.685646381438893,85.3641338444183,Koteshwor,,,0
5,1,0,12,6,6,0,55,4,28,70,16,20,13,4.300000000000001,107.3076923076923,118.47766707404948,BG_00776,27.679589001867598,85.3384571690738,Koteshwor,,,0
27,2,0,43,17,16,0,48,3,15,70,23,6,16,4.430769230769231,28.615384615384617,69.95261923748114,BG_00777,27.6787702407358,85.3484084961728,Koteshwor,,,0
23,3,0,45,18,15,0,63,5,16,77,27,10,18,4.45625,38.125,108.34483199297206,BG_00778,27.67737744891921,85.3451426240453,Koteshwor,,,0
42,6,1,54,33,14,1,67,3,16,94,35,14,41,4.1525,118.375,126.28228678400735,BG_00779,27.691564454412152,85.33879086605272,Koteshwor,,,0
37,1,0,52,21,15,0,87,5,28,102,33,15,24,4.318181818181818,85.95454545454545,170.66112813055886,BG_00780,27.681913088420284,85.34575905019652,Koteshwor,,,0
3,2,0,7,0,2,0,12,1,3,46,7,4,5,4.840000000000001,11.8,178.6015675848736,BG_00781,27.688238213047786,85.35798040027072,Koteshwor,,,0
1,1,0,2,0,6,1,14,0,1,6,0,1,1,4.3,109.0,383.7805334752268,BG_00782,27.69426555400357,85.35818856513168,Koteshwor,,,0
3,0,0,10,3,2,0,9,1,7,38,6,4,3,4.433333333333334,13.0,163.21557534634658,BG_00783,27.67800561167545,85.3635666755531,Koteshwor,,,0
12,3,0,32,4,11,0,32,2,10,64,11,7,11,4.509090909090909,31.63636363636364,76.61107594507968,BG_00784,27.6746811288375,85.35083445804773,Koteshwor,,,0
7,1,0,11,2,4,0,11,1,9,41,11,6,2,4.2,4.0,76.64189366272947,BG_00785,27.67830070162196,85.36106385464998,Koteshwor,,,0
4,1,0,10,2,3,0,8,1,10,54,10,4,2,4.2,4.0,292.51315177753145,BG_00786,27.67886240841945,85.35896830608009,Koteshwor,,,0
16,0,0,12,8,6,0,26,2,7,72,9,5,10,4.3125,3.375,332.5363861578241,BG_00787,27.68231072049869,85.35244784416022,Koteshwor,,,0
28,1,0,44,26,10,1,78,4,22,121,29,8,32,4.334375,195.15625,51.04745623089016,BG_00788,27.6858389468436,85.3449608825993,Koteshwor,,,0
1,0,0,4,2,0,0,14,2,4,22,6,5,1,4.4,7.0,401.5051908762924,BG_00789,27.683712435102724,85.36190992575754,Koteshwor,,,0
0,2,0,3,0,1,0,6,1,2,44,5,3,2,4.9,6.0,198.6326289270892,BG_00790,27.68591120382483,85.35673573418987,Koteshwor,,,0
3,2,0,6,0,3,0,13,1,3,36,7,3,6,4.750000000000001,13.666666666666666,166.23314544149443,BG_00791,27.69045804751492,85.3594822047149,Koteshwor,,,0
2,2,0,7,0,2,0,10,1,3,48,5,4,5,4.840000000000001,11.8,239.68740828099504,BG_00792,27.6879421974394,85.35737411694305,Koteshwor,,,0
19,2,0,36,24,9,1,75,0,13,100,41,15,25,4.2875000000000005,126.625,188.18785680708223,BG_00793,27.69345870550429,85.34130627441408,Koteshwor,,,0
0,2,0,18,8,5,0,31,1,6,49,15,9,9,4.612500000000001,121.5,78.8167416631725,BG_00794,27.671598547821876,85.3460277200241,Koteshwor,,,0
9,2,0,25,0,6,0,22,0,12,62,6,5,8,4.4375,16.25,110.98389050394194,BG_00795,27.67416778436292,85.35283473572836,Koteshwor,,,0
3,3,0,13,9,7,0,50,3,14,60,13,12,7,4.271428571428571,203.7142857142857,301.50047239949896,BG_00796,27.676805406774427,85.33881962971319,Koteshwor,,,0
1,1,0,4,2,0,0,16,0,3,25,8,5,2,3.95,93.0,292.91564455101457,BG_00797,27.68899505548682,85.35471201085731,Koteshwor,,,0
10,3,0,30,5,13,0,25,1,9,56,13,9,14,4.546153846153846,88.53846153846153,158.67204428278262,BG_00798,27.67381289417285,85.35000208750114,Koteshwor,,,0
26,1,0,44,24,12,1,75,3,19,123,28,11,33,4.35625,91.78125,149.2246209952972,BG_00799,27.68803821187833,85.34579347219321,Koteshwor,,,0
1,0,0,3,2,0,0,12,2,2,16,5,5,7,4.642857142857143,27.857142857142858,315.560213372705,BG_00800,27.684520998580084,85.36404592392867,Koteshwor,,,0
9,3,0,34,13,9,1,52,4,13,89,26,14,9,4.522222222222222,72.44444444444444,295.08528614738026,BG_00801,27.695352658756303,85.34718346656467,Koteshwor,,,0
7,1,0,29,23,10,0,60,1,13,75,38,14,16,4.328571428571428,53.21428571428572,151.33481712122185,BG_00802,27.69448922145333,85.34282490666313,Koteshwor,,,0
9,3,0,34,9,12,1,56,4,17,77,26,15,10,4.377777777777778,78.55555555555556,279.0836594997943,BG_00803,27.69583697418423,85.34764983720267,Koteshwor,,,0
4,0,0,13,1,4,0,16,0,10,36,4,7,10,4.56,17.3,237.84942735433745,BG_00804,27.67112678414168,85.35582935149276,Koteshwor,,,0
24,3,0,39,11,14,0,39,3,10,61,14,4,17,4.442857142857143,26.0,203.94095754152735,BG_00805,27.67687988409854,85.35054987524849,Koteshwor,,,0
1,2,0,13,4,3,0,21,1,3,34,14,7,8,4.612500000000001,121.5,182.1390009093258,BG_00806,27.67096209051796,85.34526152500688,Koteshwor,,,0
2,1,0,4,0,1,1,5,0,3,25,2,4,2,4.9,9.5,392.87036401139113,BG_00807,27.69125939746924,85.35726311576185,Koteshwor,,,0
6,2,0,21,13,9,0,41,1,7,51,22,11,13,4.666666666666667,115.41666666666669,121.10688276785928,BG_00808,27.674179631795827,85.34510867038748,Koteshwor,,,0
1,0,0,3,4,1,1,22,1,5,17,9,4,2,3.95,93.0,134.66369639832396,BG_00809,27.690817740243425,85.35291147750752,Koteshwor,,,0
23,3,0,46,21,15,0,60,5,16,76,27,10,18,4.45625,38.125,98.80660154700618,BG_00810,27.6774409420118,85.3452081622063,Koteshwor,,,0
21,1,0,43,18,15,0,58,7,29,88,22,14,27,4.52962962962963,171.96296296296296,114.47103806934744,BG_00811,27.683928926214364,85.34256024494705,Koteshwor,,,0
2,2,0,7,0,3,0,12,1,4,41,6,3,4,4.800000000000001,14.5,231.83757554718312,BG_00812,27.68960455727937,85.3580716509868,Koteshwor,,,0
16,1,0,33,16,8,0,79,2,24,114,19,15,18,4.388888888888889,102.33333333333331,143.00268575185626,BG_00813,27.68169616571573,85.33579025550304,Koteshwor,,,0
3,2,0,6,0,3,0,14,1,4,38,8,3,6,4.750000000000001,13.666666666666666,103.67331034718288,BG_00814,27.68975814676821,85.35967381876245,Koteshwor,,,0
2,1,0,3,3,6,1,18,1,4,12,4,4,2,4.0,121.0,405.11007970331104,BG_00815,27.691783058776096,85.3555053303485,Koteshwor,,,0
2,1,0,5,0,1,0,6,0,2,30,4,3,3,4.5,50.66666666666666,371.9282807604069,BG_00816,27.689965672652654,85.35659918717364,Koteshwor,,,0
2,0,0,4,1,1,0,6,1,9,40,8,6,2,4.2,4.0,350.9013277906783,BG_00817,27.680824884960355,85.35997342337726,Koteshwor,,,0
16,1,0,17,12,8,1,52,1,10,79,22,8,20,4.226315789473684,137.3684210526316,118.36533238800271,BG_00818,27.689356252574346,85.34839741292205,Koteshwor,,,0
16,2,0,34,25,9,0,75,0,13,106,40,17,27,4.272,114.76,168.56775899327806,BG_00819,27.69292163114334,85.3413853111609,Koteshwor,,,0
22,1,0,37,24,11,1,65,3,17,106,27,11,26,4.36,109.68,129.70409352300098,BG_00820,27.68871576942232,85.34695490034068,Koteshwor,,,0
7,1,0,13,3,4,0,12,1,9,46,11,9,4,4.275,11.0,193.8378013190852,BG_00821,27.676615918498342,85.36043191239051,Koteshwor,,,0
3,1,0,12,6,6,0,50,4,24,63,11,16,11,4.254545454545455,117.45454545454544,171.10907093112547,BG_00822,27.678636115878977,85.33783725288559,Koteshwor,,,0
7,1,0,11,2,4,0,11,1,9,42,10,5,2,4.2,4.0,168.5238645780434,BG_00823,27.67845799331416,85.36014783275513,Koteshwor,,,0
7,1,0,33,13,7,0,52,3,12,91,30,15,11,4.42,68.8,124.89746108311734,BG_00824,27.69523842803078,85.34546119752345,Koteshwor,,,0
1,2,0,3,0,1,0,6,1,2,31,6,5,4,4.625,38.25,365.30496240528765,BG_00825,27.688226794273,85.3560866597367,Koteshwor,,,0
4,1,0,14,9,5,0,58,4,26,66,15,20,8,4.3,120.5,134.50590116543077,BG_00826,27.678773185861733,85.33667116319513,Koteshwor,,,0
12,2,0,31,25,8,0,72,0,13,111,38,17,20,4.333333333333333,50.55555555555556,147.39931273655634,BG_00827,27.69278180276668,85.34252040736759,Koteshwor,,,0
10,1,0,22,0,6,0,21,0,11,62,6,6,10,4.68,16.9,182.0444425259404,BG_00828,27.671922030847757,85.35452568904337,Koteshwor,,,0
8,1,0,13,3,4,0,13,1,10,53,12,8,5,4.26,9.8,242.25535169075357,BG_00829,27.67585406942445,85.3591186270087,Koteshwor,,,0
32,5,2,41,40,13,1,65,10,18,82,22,10,36,4.222222222222222,209.47222222222223,102.43655604455672,BG_00830,27.685300421086517,85.33618643035474,Koteshwor,,,0
2,0,0,4,1,1,0,5,0,4,10,3,5,2,4.2,4.0,452.1011969416505,BG_00831,27.681092408545485,85.36494412531104,Koteshwor,,,0
5,0,0,17,7,5,0,64,4,25,67,18,16,15,4.346666666666667,94.53333333333332,108.3761084152858,BG_00832,27.680349944616573,85.34072902170945,Koteshwor,,,0
9,3,0,36,9,10,1,55,4,14,80,25,13,11,4.44,70.8,288.5134230053524,BG_00833,27.69541494637996,85.34801976861694,Koteshwor,,,0
25,4,1,33,37,12,0,78,8,19,79,20,15,27,4.262962962962963,88.25925925925925,117.55349407460784,BG_00834,27.683981855208067,85.33689872295152,Koteshwor,,,0
