area,osmid,latitude,longitude
Baneshwor,1317085205,27.697468399999998,85.3455596
Baneshwor,2075651251,27.69596779999999,85.3456837
Baneshwor,1317085198,27.696478799999998,85.3468024
Baneshwor,1317084951,27.6889877,85.3432773
Baneshwor,1317084961,27.6892775,85.3423646
Baneshwor,1317085140,27.6902595,85.344189
Baneshwor,1350400263,27.688658099999994,85.3423114
Baneshwor,1317084978,27.6939704,85.3388224
Baneshwor,2236930398,27.694435399999996,85.3400286
Baneshwor,2169476859,27.689654699999995,85.3426044
Baneshwor,1317084986,27.688174299999996,85.3408623
Baneshwor,3607694580,27.6899955,85.3404535
Baneshwor,1317084963,27.69307939999999,85.3405099
Baneshwor,1317085046,27.6930559,85.3406215
Baneshwor,1382903008,27.693142199999993,85.3399922
Baneshwor,1882466133,27.6943191,85.3379493
Baneshwor,1317084979,27.694527899999997,85.3372059
Baneshwor,1382824340,27.6950559,85.3372989
Baneshwor,3547375958,27.6950902,85.3357062
Baneshwor,6671608036,27.687217800000003,85.3407766
Baneshwor,1317085128,27.689963099999996,85.339674
Baneshwor,1317084988,27.694318399999993,85.3502812
Baneshwor,6059335826,27.69420369999999,85.3509319
Baneshwor,1872770493,27.694868099999997,85.3503396
Baneshwor,1317084996,27.693636499999993,85.3500335
Baneshwor,1317084989,27.694242999999997,85.3477228
Baneshwor,1872770488,27.694053099999994,85.3478122
Baneshwor,1317085176,27.694594099999996,85.3458399
Baneshwor,1950412122,27.694804499999996,85.3475358
Baneshwor,1317084990,27.6941455,85.3514169
Baneshwor,1317085034,27.6937383,85.3496422
Baneshwor,1872770522,27.6934989,85.3504024
Baneshwor,1317085002,27.694876,85.3475329
Baneshwor,11041573001,27.694905899999995,85.3475124
Baneshwor,1317085133,27.694795699999997,85.3488622
Baneshwor,1317085011,27.690315399999996,85.3441712
Baneshwor,1872776696,27.6907952,85.3451566
Baneshwor,2169477600,27.691842699999995,85.3448612
Baneshwor,1317085013,27.695332600000004,85.3472293
Baneshwor,6075217481,27.695653499999995,85.3469128
Baneshwor,13475357814,27.695799899999997,85.3476575
Baneshwor,1317085174,27.693643899999994,85.34882840000002
Baneshwor,1950348098,27.6929981,85.3409477
Baneshwor,2168867482,27.692248,85.3404218
Baneshwor,1317085070,27.693135899999998,85.3487246
Baneshwor,1872770560,27.6928104,85.3495712
Baneshwor,1872770557,27.692718100000004,85.3483887
Baneshwor,1317085072,27.691884399999992,85.3449408
Baneshwor,10974194798,27.6926203,85.34537160000001
Baneshwor,1872776701,27.690955399999993,85.3456186
Baneshwor,1872770504,27.694934699999997,85.3498675
Baneshwor,1950362241,27.6986365,85.3456226
Baneshwor,1317085111,27.688845999999998,85.3468686
Baneshwor,1350400448,27.68820609999999,85.3471348
Baneshwor,1317085163,27.689681200000003,85.3480114
Baneshwor,11332164913,27.688960400000003,85.3467406
Baneshwor,2027904876,27.6899712,85.3393497
Baneshwor,1317085135,27.6912639,85.346589
Baneshwor,7826061221,27.691813699999997,85.3468272
Baneshwor,3071240249,27.690264999999997,85.346791
Baneshwor,1317087962,27.691669999999995,85.3478262
Baneshwor,2169476867,27.690210300000004,85.3433661
Baneshwor,1989334747,27.688644399999998,85.3480801
Baneshwor,1350400231,27.6913827,85.3482519
Baneshwor,2562660251,27.6939957,85.3478759
Baneshwor,4773215451,27.6938509,85.3457132
Baneshwor,1395061126,27.6951441,85.3460315
Baneshwor,6084891446,27.696456399999995,85.3468435
Baneshwor,12024110393,27.696206499999995,85.3467694
Baneshwor,1317087862,27.693236999999993,85.3445252
Baneshwor,6460011847,27.693014099999992,85.3444737
Baneshwor,1950345201,27.693907200000005,85.344384
Baneshwor,6460011848,27.6934993,85.3437059
Baneshwor,1317087867,27.6914438,85.34170830000001
Baneshwor,1950348085,27.69178,85.3427805
Baneshwor,1317087931,27.6910112,85.34250360000001
Baneshwor,1317087888,27.6916383,85.3413906
Baneshwor,2168893745,27.690562,85.3414726
Baneshwor,2236875481,27.695058899999996,85.3414066
Baneshwor,1317087878,27.689886799999996,85.3469082
Baneshwor,1317087956,27.689975499999996,85.3469895
Baneshwor,8552567334,27.6900528,85.3468203
Baneshwor,11332164919,27.689237299999995,85.3469608
Baneshwor,1317087882,27.6980567,85.3438502
Baneshwor,2030361128,27.6981374,85.3433999
Baneshwor,3081212892,27.697583199999993,85.343894
Baneshwor,3072783198,27.698460600000004,85.3438365
Baneshwor,1317087887,27.6937016,85.343265
Baneshwor,2169503617,27.693761,85.3430151
Baneshwor,1317087986,27.693332899999994,85.34307260000001
Baneshwor,1317087975,27.695149699999998,85.3436903
Baneshwor,2169503261,27.6932386,85.3432519
Baneshwor,1317087907,27.6925546,85.3414432
Baneshwor,1950348069,27.691102,85.3406368
Baneshwor,1317087889,27.692999199999996,85.3456178
Baneshwor,10974194801,27.692962799999997,85.3457022
Baneshwor,10994078555,27.6929883,85.3449659
Baneshwor,1317087892,27.6908245,85.3431021
Baneshwor,1317087924,27.69067459999999,85.3429731
Baneshwor,1950348086,27.6918761,85.3438365
Baneshwor,1317087902,27.692403,85.3441786
Baneshwor,1317087929,27.692268600000002,85.3440844
Baneshwor,1317087947,27.692886199999997,85.3424021
Baneshwor,1317087908,27.692869500000004,85.3415159
Baneshwor,1317087920,27.692795999999998,85.3471959
Baneshwor,1872770501,27.692961399999998,85.3473007
Baneshwor,6079020739,27.692577099999998,85.3470627
Baneshwor,1317087921,27.69826460000001,85.3428745
Baneshwor,8465124644,27.6982969,85.3426777
Baneshwor,2030361130,27.698214699999994,85.3430346
Baneshwor,3072787063,27.6988811,85.3430246
Baneshwor,1317087930,27.690251699999997,85.3427379
Baneshwor,13475284898,27.6906017,85.3434947
Baneshwor,2169477602,27.691843399999996,85.34465070000002
Baneshwor,2169476862,27.6901063,85.342806
Baneshwor,4529599017,27.6901629,85.3414247
Baneshwor,2028487480,27.691623299999996,85.3427112
Baneshwor,1317087940,27.698449699999998,85.3416328
Baneshwor,2030361156,27.698765299999998,85.3398515
Baneshwor,1347468310,27.6976706,85.3416355
Baneshwor,1950355035,27.699254200000002,85.3414762
Baneshwor,1347468288,27.69816479999999,85.3380409
Baneshwor,1317087943,27.6957534,85.3444243
Baneshwor,1395061136,27.695506899999998,85.3444368
